SAL_CODE_2021,SAL_NAME,Total_Population,Median_Age,Median_Income,Household_Size,STATE_NAME,Census_Year
SAL13935,Topi Topi,53,53,2250,2.4,NSW,2021
SAL13936,Toronto,5973,50,1170,2.2,NSW,2021
SAL13937,Torrington (NSW),77,64,612,1.7,NSW,2021
SAL13938,Torryburn (Dungog - NSW),131,49,1875,2.5,NSW,2021
SAL13939,Torryburn (Uralla - NSW),41,48,2124,2.5,NSW,2021
SAL13940,Totnes Valley,29,59,1062,2.1,NSW,2021
SAL13941,Tottenham (NSW),451,52,937,2.1,NSW,2021
SAL13942,Touga,0,0,0,0.0,NSW,2021
SAL13943,Toukley,4557,47,1044,2.1,NSW,2021
SAL13944,Towallum,0,0,0,0.0,NSW,2021
SAL13945,Towamba,249,53,808,2.3,NSW,2021
SAL13946,Townsend,991,42,1044,2.4,NSW,2021
SAL13947,Towradgi,3241,42,1572,2.4,NSW,2021
SAL13948,Towrang,161,52,1562,2.7,NSW,2021
SAL13949,Tralee,0,32,900,1.0,NSW,2021
SAL13950,Trangie,1073,45,1220,2.2,NSW,2021
SAL13951,Tregeagle,428,53,1955,2.7,NSW,2021
SAL13952,Tregear,3700,30,1103,2.8,NSW,2021
SAL13953,Trenayr,71,53,1062,2.5,NSW,2021
SAL13954,Trentham Cliffs,85,44,1625,2.6,NSW,2021
SAL13955,Trewilga,24,53,1374,2.8,NSW,2021
SAL13956,Triamble,12,53,574,1.8,NSW,2021
SAL13957,Triangle Flat,62,37,1375,2.9,NSW,2021
SAL13958,Trundle,568,51,1114,2.1,NSW,2021
SAL13959,Trungley Hall,80,32,2050,3.0,NSW,2021
SAL13960,Trunkey Creek,118,56,1087,2.1,NSW,2021
SAL13961,Tubbamurra,19,58,962,2.4,NSW,2021
SAL13962,Tubbul,63,47,1166,2.5,NSW,2021
SAL13963,Tucabia,354,55,1045,2.2,NSW,2021
SAL13964,Tucki Tucki,128,50,1375,2.8,NSW,2021
SAL13965,Tuckombil,285,43,2027,3.0,NSW,2021
SAL13966,Tuckurimba,112,40,1687,2.9,NSW,2021
SAL13967,Tuena,81,59,574,1.8,NSW,2021
SAL13968,Tuggerah,925,35,1569,2.5,NSW,2021
SAL13969,Tuggerawong,1285,43,1477,2.5,NSW,2021
SAL13970,Tugrabakh,81,48,1270,2.6,NSW,2021
SAL13971,Tullakool,68,40,1833,2.7,NSW,2021
SAL13972,Tullamore,369,50,931,2.3,NSW,2021
SAL13973,Tullarwalla,0,76,2750,2.0,NSW,2021
SAL13974,Tullera,271,49,1468,2.8,NSW,2021
SAL13975,Tullibigeal,263,37,1262,2.4,NSW,2021
SAL13976,Tullimbar,1840,32,2217,2.9,NSW,2021
SAL13977,Tulloona,59,54,1499,2.7,NSW,2021
SAL13978,Tullymorgan,106,55,1416,2.4,NSW,2021
SAL13979,Tumbarumba,1915,47,1252,2.3,NSW,2021
SAL13980,Tumbi Umbi,5369,45,1657,2.7,NSW,2021
SAL13981,Tumblong,225,42,1524,2.6,NSW,2021
SAL13982,Tumbulgum,454,41,1985,2.6,NSW,2021
SAL13983,Tumorrama,20,43,2250,2.7,NSW,2021
SAL13984,Tumut,6613,42,1242,2.3,NSW,2021
SAL13985,Tumut Plains,70,46,2416,2.9,NSW,2021
SAL13986,Tuncester,51,55,1374,2.1,NSW,2021
SAL13987,Tuncurry,6376,62,854,1.9,NSW,2021
SAL13988,Tunglebung,42,53,1374,2.2,NSW,2021
SAL13989,Tuntable Creek,215,45,1125,2.2,NSW,2021
SAL13990,Tuppal,19,50,1375,2.1,NSW,2021
SAL13991,Tura Beach,3405,58,1280,2.2,NSW,2021
SAL13992,Turill,100,53,1312,2.2,NSW,2021
SAL13993,Turlinjah,144,53,1416,2.4,NSW,2021
SAL13994,Turners Flat,169,43,1781,3.0,NSW,2021
SAL13995,Turondale,103,52,1437,2.4,NSW,2021
SAL13996,Tuross,23,55,900,2.6,NSW,2021
SAL13997,Tuross Head,2353,62,1043,1.9,NSW,2021
SAL13998,Turramurra,12850,43,3046,2.8,NSW,2021
SAL13999,Turrawan,83,52,1624,2.7,NSW,2021
SAL14000,Turrella,2673,32,2137,3.0,NSW,2021
SAL14001,Turvey Park,3572,35,1785,2.5,NSW,2021
SAL14002,Tweed Heads,9176,55,1138,2.0,NSW,2021
SAL14003,Tweed Heads South,7941,52,976,2.1,NSW,2021
SAL14004,Tweed Heads West,6176,47,1029,2.1,NSW,2021
SAL14005,Twelve Mile,25,51,1625,2.2,NSW,2021
SAL14006,Twelve Mile Creek,159,49,933,1.9,NSW,2021
SAL14007,Twelve Mile Peg,0,0,0,0.0,NSW,2021
SAL14008,Twenty Forests,0,0,0,0.0,NSW,2021
SAL14009,Twin Rivers,38,44,2125,2.2,NSW,2021
SAL14010,Two Mile Flat,59,43,1625,2.8,NSW,2021
SAL14011,Tyagarah,194,47,2374,3.0,NSW,2021
SAL14012,Tyalgum,521,46,1237,2.5,NSW,2021
SAL14013,Tyalgum Creek,129,60,1174,2.1,NSW,2021
SAL14014,Tygalgah,116,39,2299,3.0,NSW,2021
SAL14015,Tyndale,190,53,1113,2.3,NSW,2021
SAL14016,Tyringham,109,50,833,2.3,NSW,2021
SAL14017,Uarbry,38,56,850,2.3,NSW,2021
SAL14018,Uki,685,48,1283,2.5,NSW,2021
SAL14019,Ulamambri,189,52,1062,2.4,NSW,2021
SAL14020,Ulan,81,38,1624,2.7,NSW,2021
SAL14021,Ulladulla,7262,51,1007,2.2,NSW,2021
SAL14022,Ulmarra,749,49,984,2.4,NSW,2021
SAL14023,Ulong,215,48,974,2.3,NSW,2021
SAL14024,Ultimo,7410,30,1805,2.1,NSW,2021
SAL14025,Umina Beach,17372,44,1421,2.4,NSW,2021
SAL14026,Unanderra,5476,42,1211,2.4,NSW,2021
SAL14027,Underbank,16,51,1999,2.1,NSW,2021
SAL14028,Undercliffe,27,59,833,2.4,NSW,2021
SAL14029,Ungarie,396,53,958,2.2,NSW,2021
SAL14030,Unumgar,20,58,949,2.6,NSW,2021
SAL14031,Upper Allyn,17,36,2583,3.4,NSW,2021
SAL14032,Upper Bingara,21,47,474,3.3,NSW,2021
SAL14033,Upper Burringbar,289,49,1042,2.2,NSW,2021
SAL14034,Upper Bylong,5,62,1125,2.0,NSW,2021
SAL14035,Upper Colo,48,36,1624,2.8,NSW,2021
SAL14036,Upper Coopers Creek,78,50,1125,2.4,NSW,2021
SAL14037,Upper Copmanhurst,99,53,1093,2.4,NSW,2021
SAL14038,Upper Corindi,158,51,1267,2.5,NSW,2021
SAL14039,Upper Crystal Creek,212,48,1468,2.6,NSW,2021
SAL14040,Upper Dartbrook,152,42,1843,2.6,NSW,2021
SAL14041,Upper Duck Creek,0,63,2250,2.0,NSW,2021
SAL14042,Upper Duroby,118,54,1375,2.8,NSW,2021
SAL14043,Upper Eden Creek,45,57,1312,2.2,NSW,2021
SAL14044,Upper Fine Flower,46,44,489,2.2,NSW,2021
SAL14045,Upper Growee,8,50,1124,2.0,NSW,2021
SAL14046,Upper Horseshoe Creek,118,52,1062,2.3,NSW,2021
SAL14047,Upper Horton,138,48,1221,2.6,NSW,2021
SAL14048,Upper Kangaroo River,151,58,1781,2.3,NSW,2021
SAL14049,Upper Kangaroo Valley,3,31,450,2.0,NSW,2021
SAL14050,Upper Karuah River,3,72,824,2.0,NSW,2021
SAL14051,Upper Lansdowne,533,54,1143,2.4,NSW,2021
SAL14052,Upper Macdonald,42,61,1812,2.0,NSW,2021
SAL14053,Upper Main Arm,283,44,850,2.1,NSW,2021
SAL14054,Upper Mangrove,0,68,2500,1.0,NSW,2021
SAL14055,Upper Manilla,105,53,1666,2.2,NSW,2021
SAL14056,Upper Mongogarie,24,61,900,1.8,NSW,2021
SAL14057,Upper Myall,38,58,1624,2.3,NSW,2021
SAL14058,Upper Nile,12,52,1375,4.0,NSW,2021
SAL14059,Upper Orara,863,45,1739,2.9,NSW,2021
SAL14060,Upper Pappinbarra,48,51,966,2.8,NSW,2021
SAL14061,Upper Rollands Plains,150,44,1343,3.1,NSW,2021
SAL14062,Upper Rouchel,73,51,2187,2.2,NSW,2021
SAL14063,Upper Taylors Arm,126,48,974,2.4,NSW,2021
SAL14064,Upper Tooloom,57,47,787,2.6,NSW,2021
SAL14065,Upper Turon,13,58,575,1.3,NSW,2021
SAL14066,Upper Wilsons Creek,79,48,1562,2.5,NSW,2021
SAL14067,Upsalls Creek,116,49,1375,2.5,NSW,2021
SAL14068,Uralba,266,55,1812,2.6,NSW,2021
SAL14069,Uralla (NSW),2728,46,1150,2.3,NSW,2021
SAL14070,Urana,329,58,933,2.2,NSW,2021
SAL14071,Urangeline,31,40,1437,2.7,NSW,2021
SAL14072,Urangeline East,37,25,1499,3.6,NSW,2021
SAL14073,Uranquinty,910,39,1580,2.7,NSW,2021
SAL14074,Urawilkie,5,21,1249,3.0,NSW,2021
SAL14075,Urbenville,331,55,833,2.1,NSW,2021
SAL14076,Uriarra,31,33,2750,2.8,NSW,2021
SAL14077,Urila,110,52,2250,2.4,NSW,2021
SAL14078,Urliup,193,49,1474,2.7,NSW,2021
SAL14079,Urunga,3185,55,1071,2.2,NSW,2021
SAL14080,Utungun,194,49,1174,2.6,NSW,2021
SAL14081,Vacy,719,42,1803,2.8,NSW,2021
SAL14082,Vale Of Clwydd,465,39,995,2.1,NSW,2021
SAL14083,Valentine,5773,46,2159,2.7,NSW,2021
SAL14084,Valery,53,57,1562,2.3,NSW,2021
SAL14085,Valla,1052,48,1617,2.7,NSW,2021
SAL14086,Valla Beach,1455,55,1084,2.1,NSW,2021
SAL14087,Valley Heights,1188,44,2144,2.6,NSW,2021
SAL14088,Varroville,134,36,2549,3.9,NSW,2021
SAL14089,Vaucluse,9510,43,3418,2.7,NSW,2021
SAL14090,Verges Creek,298,46,1525,2.9,NSW,2021
SAL14091,Verona,286,53,1156,2.3,NSW,2021
SAL14092,Villawood,7051,34,951,3.0,NSW,2021
SAL14093,Vincentia,3870,50,1550,2.2,NSW,2021
SAL14094,Vineyard,1143,50,1214,2.4,NSW,2021
SAL14095,Violet Hill,0,0,0,0.0,NSW,2021
SAL14096,Vittoria (NSW),59,56,1343,2.0,NSW,2021
SAL14097,Voyager Point,1678,37,3205,3.3,NSW,2021
SAL14098,Wadalba,4204,32,1942,3.0,NSW,2021
SAL14099,Wadbilliga,0,0,0,0.0,NSW,2021
SAL14100,Wadeville,177,56,564,2.0,NSW,2021
SAL14101,Wagga Wagga,7198,38,1355,1.9,NSW,2021
SAL14102,Wagstaffe,240,60,1892,2.1,NSW,2021
SAL14103,Wahroonga,17853,44,2998,2.9,NSW,2021
SAL14104,Waitara,7837,36,2106,2.4,NSW,2021
SAL14105,Waitui,89,50,1274,2.4,NSW,2021
SAL14106,Wakefield,144,40,2281,3.2,NSW,2021
SAL14107,Wakeley,4893,41,1553,3.2,NSW,2021
SAL14108,Wakool,262,49,888,2.1,NSW,2021
SAL14109,Walang,109,46,2399,3.0,NSW,2021
SAL14110,Walbundrie,156,42,1375,2.7,NSW,2021
SAL14111,Walcha,2475,49,1220,2.2,NSW,2021
SAL14112,Walcha Road,72,57,1291,2.3,NSW,2021
SAL14113,Waldegrave,33,37,2749,3.1,NSW,2021
SAL14114,Walgett,1824,35,1554,2.5,NSW,2021
SAL14115,Walla Walla,811,44,1166,2.3,NSW,2021
SAL14116,Wallabadah,382,56,1062,2.2,NSW,2021
SAL14117,Wallabi Point,938,45,1763,2.6,NSW,2021
SAL14118,Wallacetown,5,36,0,0.0,NSW,2021
SAL14119,Wallacia,1711,38,2004,2.9,NSW,2021
SAL14120,Wallaga Lake,587,62,915,2.0,NSW,2021
SAL14121,Wallagoot,597,48,1583,2.5,NSW,2021
SAL14122,Wallalong,1049,39,2547,3.2,NSW,2021
SAL14123,Wallamore,84,40,1875,2.7,NSW,2021
SAL14124,Wallanbah,70,55,1083,2.6,NSW,2021
SAL14125,Wallangra,93,42,1125,3.0,NSW,2021
SAL14126,Wallanthery,50,38,1562,2.2,NSW,2021
SAL14127,Wallarah,344,42,1887,3.2,NSW,2021
SAL14128,Wallaringa,14,42,1458,2.0,NSW,2021
SAL14129,Wallarobba,174,50,1781,2.4,NSW,2021
SAL14130,Wallaroo (NSW),576,43,3107,3.0,NSW,2021
SAL14131,Wallendbeen,299,54,1416,2.3,NSW,2021
SAL14132,Wallerawang,2019,39,1424,2.6,NSW,2021
SAL14133,Walleroobie,53,37,1399,2.6,NSW,2021
SAL14134,Wallingat,4,78,0,0.0,NSW,2021
SAL14135,Wallis Lake,6,72,900,1.7,NSW,2021
SAL14136,Wallsend,13244,39,1401,2.3,NSW,2021
SAL14137,Walmer (NSW),52,39,2049,2.8,NSW,2021
SAL14138,Wamban,120,51,1291,2.5,NSW,2021
SAL14139,Wambangalang,68,51,1437,2.2,NSW,2021
SAL14140,Wamberal,6991,40,2407,2.9,NSW,2021
SAL14141,Wamboin,1805,46,3461,3.0,NSW,2021
SAL14142,Wambool,38,45,2812,2.7,NSW,2021
SAL14143,Wambrook,48,52,1583,2.5,NSW,2021
SAL14144,Wanaaring,81,34,1375,3.3,NSW,2021
SAL14145,Wandandian,359,45,1718,2.7,NSW,2021
SAL14146,Wandella (NSW),141,59,1104,2.2,NSW,2021
SAL14147,Wandera,15,52,900,1.5,NSW,2021
SAL14148,Wandook,36,49,1312,2.6,NSW,2021
SAL14149,Wandsworth,107,50,1625,2.6,NSW,2021
SAL14150,Wang Wauk,98,52,1208,2.5,NSW,2021
SAL14151,Wanganella,61,41,1333,2.4,NSW,2021
SAL14152,Wanganui,51,50,1125,2.9,NSW,2021
SAL14153,Wangi Wangi,2920,54,1339,2.3,NSW,2021
SAL14154,Wantabadgery,183,48,1468,2.4,NSW,2021
SAL14155,Wantagong,76,48,2416,2.7,NSW,2021
SAL14156,Wantiool,49,38,1375,2.9,NSW,2021
SAL14157,Wapengo,93,60,1406,2.0,NSW,2021
SAL14158,Warabrook,1982,45,1634,2.4,NSW,2021
SAL14159,Waratah (NSW),4927,41,1511,2.2,NSW,2021
SAL14160,Waratah West,3142,31,1518,2.4,NSW,2021
SAL14161,Warburn,62,34,1874,3.3,NSW,2021
SAL14162,Wardell,830,47,1254,2.4,NSW,2021
SAL14163,Wardrop Valley,80,39,1312,2.5,NSW,2021
SAL14164,Wards Mistake,27,51,1316,2.1,NSW,2021
SAL14165,Wards River,178,55,783,2.1,NSW,2021
SAL14166,Wareemba,1519,43,2294,2.6,NSW,2021
SAL14167,Warialda,1480,51,964,2.2,NSW,2021
SAL14168,Warialda Rail,182,41,949,2.4,NSW,2021
SAL14169,Warilla,6226,45,987,2.3,NSW,2021
SAL14170,Warkworth,42,33,2249,2.9,NSW,2021
SAL14171,Warners Bay,8237,46,1494,2.3,NSW,2021
SAL14172,Warnervale,701,34,1929,3.1,NSW,2021
SAL14173,Warrabah,5,35,1824,2.5,NSW,2021
SAL14174,Warraderry,89,48,1350,2.5,NSW,2021
SAL14175,Warragai Creek,84,41,1437,3.1,NSW,2021
SAL14176,Warragamba,1202,34,1548,2.5,NSW,2021
SAL14177,Warragoon,98,46,1424,2.7,NSW,2021
SAL14178,Warrah,46,38,2374,2.7,NSW,2021
SAL14179,Warrah Creek,78,40,1906,2.9,NSW,2021
SAL14180,Warrah Ridge,84,38,2062,2.4,NSW,2021
SAL14181,Warral,445,46,2152,2.9,NSW,2021
SAL14182,Warranulla,46,52,1375,2.1,NSW,2021
SAL14183,Warrawee,3170,42,3388,2.9,NSW,2021
SAL14184,Warrawidgee,110,38,1562,3.6,NSW,2021
SAL14185,Warrawong,4659,41,908,2.4,NSW,2021
SAL14186,Warrazambil Creek,19,67,949,2.0,NSW,2021
SAL14187,Warregah Island,30,46,1458,2.7,NSW,2021
SAL14188,Warrell Creek,265,52,1258,2.5,NSW,2021
SAL14189,Warren,1272,45,1267,2.2,NSW,2021
SAL14190,Warri,144,39,3150,3.0,NSW,2021
SAL14191,Warriewood,8379,41,2598,2.9,NSW,2021
SAL14192,Warrimoo,2452,38,2382,2.8,NSW,2021
SAL14193,Warroo (NSW),123,39,1875,3.0,NSW,2021
SAL14194,Warrumbungle,0,63,1375,1.0,NSW,2021
SAL14195,Warwick Farm,6135,35,1132,2.3,NSW,2021
SAL14196,Washpool (Clarence Valley - NSW),0,0,0,0.0,NSW,2021
SAL14197,Washpool (Mid-Coast - NSW),38,53,1874,2.7,NSW,2021
SAL14198,Watagan,37,57,675,2.1,NSW,2021
SAL14199,Watanobbi,3980,35,1315,2.6,NSW,2021
SAL14200,Waterfall,522,41,2232,3.0,NSW,2021
SAL14201,Waterloo (NSW),16379,33,2028,1.8,NSW,2021
SAL14202,Watersleigh,40,46,1624,3.1,NSW,2021
SAL14203,Waterview,90,57,767,1.6,NSW,2021
SAL14204,Waterview Heights,1364,49,1485,2.7,NSW,2021
SAL14205,Watsons Bay,883,40,2924,2.4,NSW,2021
SAL14206,Watsons Creek (NSW),94,53,743,1.9,NSW,2021
SAL14207,Wattamolla,71,61,2750,2.3,NSW,2021
SAL14208,Wattamondara,214,46,1402,2.3,NSW,2021
SAL14209,Wattle Flat (NSW),270,51,1071,2.2,NSW,2021
SAL14210,Wattle Grove (NSW),8886,35,2459,3.1,NSW,2021
SAL14211,Wattle Ponds,1193,39,2775,3.2,NSW,2021
SAL14212,Wattle Ridge (NSW),0,43,900,1.0,NSW,2021
SAL14213,Watton,63,41,2583,2.7,NSW,2021
SAL14214,Wauchope,6589,43,1114,2.4,NSW,2021
SAL14215,Waugorah,9,47,2124,2.0,NSW,2021
SAL14216,Waukivory,108,58,1089,2.0,NSW,2021
SAL14217,Waverley (NSW),4216,38,2873,2.3,NSW,2021
SAL14218,Waverly,77,42,1625,2.5,NSW,2021
SAL14219,Waverton,2981,39,2890,2.1,NSW,2021
SAL14220,Way Way,265,55,1375,2.4,NSW,2021
SAL14221,Wayo,125,55,1968,2.4,NSW,2021
SAL14222,Weabonga,43,60,725,1.9,NSW,2021
SAL14223,Wean,34,44,1062,2.2,NSW,2021
SAL14224,Webbers Creek,28,49,1375,2.5,NSW,2021
SAL14225,Webbs Creek,55,58,1187,2.0,NSW,2021
SAL14226,Wedderburn (NSW),665,39,2062,3.4,NSW,2021
SAL14227,Wee Jasper,127,54,825,2.1,NSW,2021
SAL14228,Wee Waa,2034,38,1286,2.5,NSW,2021
SAL14229,Weedallion,29,45,1125,2.9,NSW,2021
SAL14230,Weemelah,86,38,1156,2.5,NSW,2021
SAL14231,Weetaliba,67,43,612,2.3,NSW,2021
SAL14232,Weethalle,268,44,956,2.2,NSW,2021
SAL14233,Weilmoringle,72,43,1624,2.4,NSW,2021
SAL14234,Weismantels,26,52,900,2.8,NSW,2021
SAL14235,Welaregang,32,61,2062,2.3,NSW,2021
SAL14236,Welby,764,42,1357,2.5,NSW,2021
SAL14237,Wellingrove,95,58,974,2.0,NSW,2021
SAL14238,Wellington (NSW),4096,41,975,2.3,NSW,2021
SAL14239,Wellington Vale,27,51,1125,2.6,NSW,2021
SAL14240,Wells Crossing,212,45,1016,2.5,NSW,2021
SAL14241,Wendoree Park,131,46,2349,2.4,NSW,2021
SAL14242,Wentworth (NSW),1577,56,952,2.1,NSW,2021
SAL14243,Wentworth Falls,6428,50,1528,2.3,NSW,2021
SAL14244,Wentworth Point,12703,32,2035,2.1,NSW,2021
SAL14245,Wentworthville,15098,33,2219,2.9,NSW,2021
SAL14246,Werai,98,61,1937,2.2,NSW,2021
SAL14247,Wereboldera,9,35,1625,3.0,NSW,2021
SAL14248,Wermatong,51,45,1749,2.4,NSW,2021
SAL14249,Werombi,941,40,2511,3.3,NSW,2021
SAL14250,Werri Beach,510,47,1941,2.5,NSW,2021
SAL14251,Werrikimbe,0,0,0,0.0,NSW,2021
SAL14252,Werrington,5328,32,1605,2.6,NSW,2021
SAL14253,Werrington County,3698,37,2042,2.8,NSW,2021
SAL14254,Werrington Downs,3221,36,2139,2.8,NSW,2021
SAL14255,Werris Creek,1478,50,941,2.2,NSW,2021
SAL14256,West Albury,3872,46,1363,2.2,NSW,2021
SAL14257,West Ballina,3230,54,1015,2.1,NSW,2021
SAL14258,West Bathurst,3634,36,1299,2.3,NSW,2021
SAL14259,West Bungawalbin,54,49,1187,2.5,NSW,2021
SAL14260,West Coraki,98,50,1343,2.7,NSW,2021
SAL14261,West Gosford,1602,44,1169,1.9,NSW,2021
SAL14262,West Haven,1139,67,940,2.0,NSW,2021
SAL14263,West Hoxton,10152,34,2468,3.7,NSW,2021
SAL14264,West Kempsey,5073,40,925,2.3,NSW,2021
SAL14265,West Nowra,1504,33,1493,2.5,NSW,2021
SAL14266,West Pennant Hills,16620,43,3078,3.1,NSW,2021
SAL14267,West Pymble,5441,41,3503,3.2,NSW,2021
SAL14268,West Ryde,13171,37,1983,2.5,NSW,2021
SAL14269,West Tamworth,5471,34,1053,2.3,NSW,2021
SAL14270,West Wallsend,2981,36,1627,2.6,NSW,2021
SAL14271,West Wiangaree,131,47,1562,2.4,NSW,2021
SAL14272,West Wollongong,5223,35,1672,2.5,NSW,2021
SAL14273,West Wyalong,3037,42,1427,2.3,NSW,2021
SAL14274,Westbrook (NSW),151,50,2594,2.9,NSW,2021
SAL14275,Westdale (Snowy Valleys - NSW),0,35,0,0.0,NSW,2021
SAL14276,Westdale (Tamworth Regional - NSW),2963,30,1704,3.0,NSW,2021
SAL14277,Westleigh,4501,45,3021,3.0,NSW,2021
SAL14278,Westmead,16555,33,2144,2.6,NSW,2021
SAL14279,Weston (NSW),4088,37,1343,2.6,NSW,2021
SAL14280,Westwood (NSW),7,42,3250,2.7,NSW,2021
SAL14281,Wetherill Park,6412,41,1556,3.2,NSW,2021
SAL14282,Wetuppa,6,61,1187,2.0,NSW,2021
SAL14283,Whalan,5929,34,1160,2.8,NSW,2021
SAL14284,Whale Beach,315,60,3285,2.2,NSW,2021
SAL14285,Wheeler Heights,3232,40,2914,3.2,NSW,2021
SAL14286,Wheeny Creek,74,45,1874,2.7,NSW,2021
SAL14287,Wheeo,68,50,2250,2.8,NSW,2021
SAL14288,Wherrol Flat,329,53,1162,2.4,NSW,2021
SAL14289,Whian Whian,179,47,1437,2.8,NSW,2021
SAL14290,Whiporie,114,57,1187,2.3,NSW,2021
SAL14291,White Cliffs,156,56,617,1.8,NSW,2021
SAL14292,White Rock (NSW),807,38,2562,3.2,NSW,2021
SAL14293,Whitebridge,2900,40,2062,2.6,NSW,2021
SAL14294,Whiteman Creek,158,51,1625,2.6,NSW,2021
SAL14295,Whitlow,51,48,1124,2.4,NSW,2021
SAL14296,Whittingham,421,45,1958,2.8,NSW,2021
SAL14297,Whitton,523,41,1243,2.4,NSW,2021
SAL14298,Whoota,73,61,1812,2.1,NSW,2021
SAL14299,Wiagdon,35,44,1624,3.2,NSW,2021
SAL14300,Wiangaree,161,48,966,2.6,NSW,2021
SAL14301,Wiarborough,18,59,1375,2.1,NSW,2021
SAL14302,Wickham (NSW),1637,32,1902,1.9,NSW,2021
SAL14303,Widden,87,29,1937,2.1,NSW,2021
SAL14304,Widgelli,91,37,1199,2.7,NSW,2021
SAL14305,Wilberforce (NSW),2957,39,2259,3.0,NSW,2021
SAL14306,Wilbetree,35,35,2249,2.8,NSW,2021
SAL14307,Wilcannia,735,32,1211,2.8,NSW,2021
SAL14308,Wild Cattle Creek,0,27,0,1.0,NSW,2021
SAL14309,Wildes Meadow,249,57,2100,2.4,NSW,2021
SAL14310,Wiley Park,10016,31,1246,3.0,NSW,2021
SAL14311,Willala,55,45,1375,2.1,NSW,2021
SAL14312,Willawarrin,183,50,845,2.4,NSW,2021
SAL14313,Willbriggie,127,37,2166,3.1,NSW,2021
SAL14314,Willi Willi,28,62,1833,2.1,NSW,2021
SAL14315,Williamsdale,65,49,3624,2.8,NSW,2021
SAL14316,Williamtown,762,56,889,2.1,NSW,2021
SAL14317,Willigobung,63,53,1374,2.4,NSW,2021
SAL14318,Willina,73,54,1312,2.4,NSW,2021
SAL14319,Willmot,2382,32,1036,2.8,NSW,2021
SAL14320,Willoughby (NSW),7124,40,2995,2.7,NSW,2021
SAL14321,Willoughby East,1864,42,4536,3.2,NSW,2021
SAL14322,Willow Tree,327,51,961,2.2,NSW,2021
SAL14323,Willow Vale (Kiama - NSW),73,50,1833,2.6,NSW,2021
SAL14324,Willow Vale (Wingecarribee - NSW),826,45,1974,2.8,NSW,2021
SAL14325,Willsons Downfall,31,45,1187,2.3,NSW,2021
SAL14326,Willurah,0,0,0,0.0,NSW,2021
SAL14327,Wilpinjong,0,0,0,0.0,NSW,2021
SAL14328,Wilsons Creek,466,47,1347,2.6,NSW,2021
SAL14329,Wilton (NSW),3767,34,2840,3.3,NSW,2021
SAL14330,Wimbledon,88,44,2399,2.8,NSW,2021
SAL14331,Wimborne,16,62,1625,1.9,NSW,2021
SAL14332,Winburndale,0,0,0,0.0,NSW,2021
SAL14333,Windale,3421,37,775,2.3,NSW,2021
SAL14334,Windang,2610,56,916,2.1,NSW,2021
SAL14335,Windella,845,41,2886,3.3,NSW,2021
SAL14336,Windellama,417,48,1483,2.3,NSW,2021
SAL14337,Windera (NSW),292,41,3222,3.2,NSW,2021
SAL14338,Windermere (NSW),64,26,2249,3.6,NSW,2021
SAL14339,Windermere Park,722,38,1446,2.5,NSW,2021
SAL14340,Windeyer (NSW),187,54,837,2.1,NSW,2021
SAL14341,Windowie,28,52,2250,2.8,NSW,2021
SAL14342,Windradyne,3309,37,1567,2.5,NSW,2021
SAL14343,Windsor (NSW),1915,41,1679,2.4,NSW,2021
SAL14344,Windsor Downs,1183,49,2629,3.2,NSW,2021
SAL14345,Windy,0,27,725,1.0,NSW,2021
SAL14346,Winegrove,28,63,850,2.2,NSW,2021
SAL14347,Wingadee,28,41,2125,3.8,NSW,2021
SAL14348,Wingello,647,43,1542,2.6,NSW,2021
SAL14349,Wingen,277,41,1571,2.5,NSW,2021
SAL14350,Wingham,5395,47,1105,2.3,NSW,2021
SAL14351,Winifred,44,33,1249,2.9,NSW,2021
SAL14352,Winmalee,6388,40,2147,2.8,NSW,2021
SAL14353,Winston Hills,12123,41,2309,2.9,NSW,2021
SAL14354,Winton (NSW),209,48,1768,2.5,NSW,2021
SAL14355,Wirlinga,395,30,2284,3.0,NSW,2021
SAL14356,Wirraba,0,0,0,0.0,NSW,2021
SAL14357,Wirragulla,25,53,1624,1.9,NSW,2021
SAL14358,Wirrimah,62,57,1125,2.3,NSW,2021
SAL14359,Wirrimbi,160,39,2150,3.3,NSW,2021
SAL14360,Wirrinya,92,33,1625,3.0,NSW,2021
SAL14361,Wisemans Creek,109,52,1104,2.2,NSW,2021
SAL14362,Wisemans Ferry,233,50,1361,2.1,NSW,2021
SAL14363,Wittitrin,56,44,1437,2.5,NSW,2021
SAL14364,Wog Wog (Bega Valley - NSW),0,0,0,0.0,NSW,2021
SAL14365,Wog Wog (Queanbeyan-Palerang Regional - NSW),15,50,1125,2.0,NSW,2021
SAL14366,Woko,9,9,2749,4.5,NSW,2021
SAL14367,Wolgan Valley,71,30,4999,3.2,NSW,2021
SAL14368,Wollangambe,0,0,0,0.0,NSW,2021
SAL14369,Wollar,52,35,1875,2.3,NSW,2021
SAL14370,Wollemi,0,0,0,0.0,NSW,2021
SAL14371,Wolli Creek,10654,30,2163,2.2,NSW,2021
SAL14372,Wollogorang,49,45,2312,3.5,NSW,2021
SAL14373,Wollombi,301,55,1674,2.2,NSW,2021
SAL14374,Wollomombi,119,41,1093,2.4,NSW,2021
SAL14375,Wollongbar,3261,40,1639,2.6,NSW,2021
SAL14376,Wollongong,20446,35,1549,2.0,NSW,2021
SAL14377,Wollstonecraft,8115,38,2639,2.1,NSW,2021
SAL14378,Wollumboola,28,53,1875,1.9,NSW,2021
SAL14379,Wollun,44,46,1375,2.3,NSW,2021
