SAL_CODE_2021,SAL_NAME,Total_Population,Median_Age,Median_Income,Household_Size,STATE_NAME,Census_Year
SAL33057,Wheatvale,57,54,966,2.1,QLD,2021
SAL33058,Whetstone,70,45,1375,3.0,QLD,2021
SAL33059,Whichello,31,37,1562,2.9,QLD,2021
SAL33060,White Mountain,16,23,612,3.0,QLD,2021
SAL33061,White Patch,150,56,1774,2.6,QLD,2021
SAL33062,White Rock (Cairns - Qld),4918,37,1396,2.6,QLD,2021
SAL33063,White Rock (Ipswich - Qld),3,54,1625,1.7,QLD,2021
SAL33064,Whiteside,810,44,2312,3.0,QLD,2021
SAL33065,Whitfield (Qld),4262,45,1681,2.3,QLD,2021
SAL33066,Whitsundays,2281,29,1902,2.0,QLD,2021
SAL33067,Whyanbeel,172,50,1481,2.3,QLD,2021
SAL33068,Widgee,862,49,1223,2.5,QLD,2021
SAL33069,Widgee Crossing North,20,54,850,2.0,QLD,2021
SAL33070,Widgee Crossing South,33,52,966,2.1,QLD,2021
SAL33071,Widgeegoara,19,30,1437,2.4,QLD,2021
SAL33072,Wieambilla,78,46,1187,2.7,QLD,2021
SAL33073,Wights Mountain,767,48,3091,2.8,QLD,2021
SAL33074,Wigton,5,65,900,1.0,QLD,2021
SAL33075,Wildash,75,49,1625,2.8,QLD,2021
SAL33076,Wilkesdale,101,54,833,2.1,QLD,2021
SAL33077,Willawong,145,49,2031,2.3,QLD,2021
SAL33078,Willow Vale (Qld),2279,32,2134,3.2,QLD,2021
SAL33079,Willowbank,1351,41,1411,2.6,QLD,2021
SAL33080,Willows,139,59,792,1.9,QLD,2021
SAL33081,Willowvale (Qld),108,51,1562,2.5,QLD,2021
SAL33082,Wills,31,26,1458,2.3,QLD,2021
SAL33083,Wilson Beach,68,58,1312,1.9,QLD,2021
SAL33084,Wilson Valley,20,52,1999,2.7,QLD,2021
SAL33085,Wilsons Plains,62,44,2062,2.5,QLD,2021
SAL33086,Wilsons Pocket,191,48,1583,2.7,QLD,2021
SAL33087,Wilsonton,5891,42,1107,2.2,QLD,2021
SAL33088,Wilsonton Heights,2747,37,1126,2.4,QLD,2021
SAL33089,Wilston,4110,37,2971,2.7,QLD,2021
SAL33090,Winchester,13,29,2249,3.7,QLD,2021
SAL33091,Windaroo,2771,40,2110,2.9,QLD,2021
SAL33092,Windera (Qld),105,52,1187,2.7,QLD,2021
SAL33093,Windermere (Qld),188,40,2062,3.2,QLD,2021
SAL33094,Windeyer (Qld),29,49,2166,2.7,QLD,2021
SAL33095,Windorah,104,47,2125,2.3,QLD,2021
SAL33096,Windsor (Qld),7811,32,2213,2.3,QLD,2021
SAL33097,Winfield,154,65,788,2.0,QLD,2021
SAL33098,Winston,1084,33,2177,2.4,QLD,2021
SAL33099,Winton (Qld),856,45,1290,2.0,QLD,2021
SAL33100,Winwill,144,51,1224,2.4,QLD,2021
SAL33101,Winya,127,41,1437,2.3,QLD,2021
SAL33102,Wishart (Qld),11333,39,2026,3.0,QLD,2021
SAL33103,Withcott,2067,37,2088,2.9,QLD,2021
SAL33104,Witheren,581,40,1974,2.9,QLD,2021
SAL33105,Witta,1296,54,1205,2.4,QLD,2021
SAL33106,Wivenhoe Hill,13,20,4499,5.0,QLD,2021
SAL33107,Wivenhoe Pocket,417,47,1571,2.6,QLD,2021
SAL33108,Wiyarra,20,32,1999,4.0,QLD,2021
SAL33109,Woleebee,62,42,1874,1.9,QLD,2021
SAL33110,Wolfang,84,39,2125,3.0,QLD,2021
SAL33111,Wolffdene,266,50,2015,2.9,QLD,2021
SAL33112,Wolvi,521,48,1316,2.6,QLD,2021
SAL33113,Womalilla,72,33,1374,2.8,QLD,2021
SAL33114,Womblebank,40,40,2166,2.9,QLD,2021
SAL33115,Womina,207,39,1278,2.8,QLD,2021
SAL33116,Wonbah,78,57,900,1.9,QLD,2021
SAL33117,Wonbah Forest,3,31,1375,4.0,QLD,2021
SAL33118,Wondai,1975,53,957,2.1,QLD,2021
SAL33119,Wondalli,46,31,2062,2.7,QLD,2021
SAL33120,Wondecla,661,52,1083,2.4,QLD,2021
SAL33121,Wondunna,3315,40,1875,2.9,QLD,2021
SAL33122,Wonga Beach,1042,49,954,2.2,QLD,2021
SAL33123,Wongabel,251,43,1478,3.1,QLD,2021
SAL33124,Wongaling Beach,1323,48,1256,2.2,QLD,2021
SAL33125,Wongawallan,1415,43,2383,3.1,QLD,2021
SAL33126,Wonglepong,364,47,1983,2.8,QLD,2021
SAL33127,Woocoo,56,60,1124,1.9,QLD,2021
SAL33128,Woodbine (Qld),27,45,674,2.4,QLD,2021
SAL33129,Woodbury (Qld),514,40,2033,3.0,QLD,2021
SAL33130,Woodend (Qld),1483,37,1629,2.4,QLD,2021
SAL33131,Wooderson,217,38,1781,2.7,QLD,2021
SAL33132,Woodford (Qld),4022,38,1393,2.5,QLD,2021
SAL33133,Woodgate,1521,64,907,2.0,QLD,2021
SAL33134,Woodhill (Qld),1231,31,2505,3.4,QLD,2021
SAL33135,Woodlands (Qld),119,50,1687,2.5,QLD,2021
SAL33136,Woodleigh (Qld),10,55,1124,2.7,QLD,2021
SAL33137,Woodmillar,106,44,1458,2.6,QLD,2021
SAL33138,Woodridge (Qld),12982,33,1043,2.7,QLD,2021
SAL33139,Woodstock (Qld),270,45,1468,2.6,QLD,2021
SAL33140,Woodwark,559,44,2031,2.7,QLD,2021
SAL33141,Woody Point,4548,53,1227,2.0,QLD,2021
SAL33142,Woolein,0,61,2999,1.0,QLD,2021
SAL33143,Woolgar,17,36,1874,2.5,QLD,2021
SAL33144,Woolloongabba,8687,29,1863,2.1,QLD,2021
SAL33145,Woolmar,565,38,1482,3.0,QLD,2021
SAL33146,Woolmer,38,42,1437,2.6,QLD,2021
SAL33147,Woolooga,310,56,1192,2.5,QLD,2021
SAL33148,Woolooman,33,48,1499,2.6,QLD,2021
SAL33149,Wooloowin,4029,35,2113,2.3,QLD,2021
SAL33150,Woolshed,8,56,1125,2.7,QLD,2021
SAL33151,Woombye,3944,40,1763,2.7,QLD,2021
SAL33152,Woondum,66,44,1375,2.6,QLD,2021
SAL33153,Woongarra,585,46,2010,2.7,QLD,2021
SAL33154,Woongoolba,282,39,1542,2.8,QLD,2021
SAL33155,Woopen Creek,135,57,1575,2.3,QLD,2021
SAL33156,Woorabinda,1019,23,684,3.3,QLD,2021
SAL33157,Woorim,1843,60,926,1.9,QLD,2021
SAL33158,Wooroolin,319,45,1437,2.6,QLD,2021
SAL33159,Wooroona,12,31,1875,2.0,QLD,2021
SAL33160,Wooroonden,54,45,1062,2.4,QLD,2021
SAL33161,Wooroonooran (Cairns - Qld),0,62,2250,2.0,QLD,2021
SAL33162,Wooroonooran (Cassowary Coast - Qld),0,57,0,1.0,QLD,2021
SAL33163,Wootha,258,52,1766,2.7,QLD,2021
SAL33164,Woowoonga,117,51,966,2.3,QLD,2021
SAL33165,Woree,5127,38,1152,2.3,QLD,2021
SAL33166,Worongary,6021,40,2160,3.1,QLD,2021
SAL33167,Wowan,170,60,752,2.0,QLD,2021
SAL33168,Wrattens Forest,0,58,0,3.0,QLD,2021
SAL33169,Wrights Creek (Qld),160,41,2607,2.8,QLD,2021
SAL33170,Wrotham,27,22,1125,1.6,QLD,2021
SAL33171,Wujal Wujal,276,29,840,3.2,QLD,2021
SAL33172,Wulguru,4389,42,1446,2.4,QLD,2021
SAL33173,Wulkuraka,1325,28,1540,2.7,QLD,2021
SAL33174,Wunjunga,13,66,612,1.4,QLD,2021
SAL33175,Wura,17,31,1249,3.8,QLD,2021
SAL33176,Wurdong Heights,465,46,2583,3.0,QLD,2021
SAL33177,Wurtulla,6254,41,1741,2.6,QLD,2021
SAL33178,Wuruma Dam,34,39,1125,2.7,QLD,2021
SAL33179,Wutul,57,49,1375,2.5,QLD,2021
SAL33180,Wyaga,77,41,1562,2.8,QLD,2021
SAL33181,Wyalla,43,38,575,3.0,QLD,2021
SAL33182,Wyandra,78,51,833,2.3,QLD,2021
SAL33183,Wyaralong,18,34,2250,3.2,QLD,2021
SAL33184,Wyberba,63,58,933,2.3,QLD,2021
SAL33185,Wycarbah,36,41,1375,2.1,QLD,2021
SAL33186,Wychie,30,30,1124,2.1,QLD,2021
SAL33187,Wycombe,39,49,966,2.2,QLD,2021
SAL33188,Wynnum,14036,43,1887,2.4,QLD,2021
SAL33189,Wynnum West,12790,39,1791,2.6,QLD,2021
SAL33190,Wyreema,2076,30,1723,2.8,QLD,2021
SAL33191,Wyuna (Qld),46,41,2750,3.3,QLD,2021
SAL33192,Yaamba,51,49,900,2.0,QLD,2021
SAL33193,Yabulu,719,43,1354,2.5,QLD,2021
SAL33194,Yagaburne,28,35,2374,3.9,QLD,2021
SAL33195,Yagoonya,20,22,1375,2.0,QLD,2021
SAL33196,Yalangur,55,57,1125,2.5,QLD,2021
SAL33197,Yalboroo,146,43,1649,2.6,QLD,2021
SAL33198,Yamanto,4971,35,1925,2.8,QLD,2021
SAL33199,Yandaran,475,52,1204,2.3,QLD,2021
SAL33200,Yandarlo,39,26,2250,3.1,QLD,2021
SAL33201,Yandilla,50,43,1542,2.3,QLD,2021
SAL33202,Yandina,3073,36,1616,2.6,QLD,2021
SAL33203,Yandina Creek,872,42,2148,2.9,QLD,2021
SAL33204,Yangan,404,47,1419,2.6,QLD,2021
SAL33205,Yargullen,27,38,2125,2.8,QLD,2021
SAL33206,Yaroomba,2043,42,2262,2.8,QLD,2021
SAL33207,Yarrabah,2505,25,1254,4.5,QLD,2021
SAL33208,Yarrabilba,10240,25,1585,3.1,QLD,2021
SAL33209,Yarraden,53,46,1437,2.4,QLD,2021
SAL33210,Yarraman (Qld),1127,55,804,2.2,QLD,2021
SAL33211,Yarranlea,82,44,1625,2.7,QLD,2021
SAL33212,Yarrol,15,60,1375,2.4,QLD,2021
SAL33213,Yarwun,89,52,1325,2.2,QLD,2021
SAL33214,Yatala,1405,43,2506,3.4,QLD,2021
SAL33215,Yeerongpilly,2033,34,2395,2.5,QLD,2021
SAL33216,Yelarbon,313,48,954,2.3,QLD,2021
SAL33217,Yenda (Qld),16,42,2750,2.8,QLD,2021
SAL33218,Yengarie,615,40,1625,2.9,QLD,2021
SAL33219,Yeppoon,7037,47,1221,2.2,QLD,2021
SAL33220,Yeronga,7062,39,1932,2.2,QLD,2021
SAL33221,Yerra,110,59,1138,2.3,QLD,2021
SAL33222,Yimbun,30,40,2062,3.6,QLD,2021
SAL33223,Yorkeys Knob,2794,46,1234,2.0,QLD,2021
SAL33224,Yowah,126,62,491,1.6,QLD,2021
SAL33225,Yugar,406,44,2666,3.0,QLD,2021
SAL33226,Yulabilla,41,39,1958,3.2,QLD,2021
SAL33227,Yuleba,271,50,955,2.3,QLD,2021
SAL33228,Yuleba North,26,59,1625,1.7,QLD,2021
SAL33229,Yuleba South,21,53,1375,2.6,QLD,2021
SAL33230,Yungaburra,1272,53,1296,2.2,QLD,2021
SAL33231,Yuruga,64,50,1666,2.5,QLD,2021
SAL33232,Zillmere,9323,34,1426,2.3,QLD,2021
SAL33233,Zilzie,2846,43,1339,2.5,QLD,2021
SAL39494,No usual address (Qld),14670,0,0,0.0,QLD,2021
SAL39797,Migratory - Offshore - Shipping (Qld),183,39,1749,1.5,QLD,2021
SAL40001,Aberfoyle Park,11234,42,1765,2.6,SA,2021
SAL40002,Adelaide,18202,31,1365,1.8,SA,2021
SAL40003,Adelaide Airport,4,51,0,0.0,SA,2021
SAL40004,Agery,90,33,1781,2.9,SA,2021
SAL40005,Alawoona,25,63,850,1.7,SA,2021
SAL40006,Albert Park (SA),1780,39,1503,2.4,SA,2021
SAL40007,Alberton (SA),1860,44,1350,2.1,SA,2021
SAL40008,Aldgate,3471,45,2561,2.8,SA,2021
SAL40009,Aldinga,764,49,1102,2.1,SA,2021
SAL40010,Aldinga Beach,10667,39,1297,2.5,SA,2021
SAL40011,Alford,159,47,1286,2.3,SA,2021
SAL40012,Allenby Gardens,2045,40,1732,2.5,SA,2021
SAL40013,Allendale East,484,35,1437,2.8,SA,2021
SAL40014,Allendale North,162,44,1687,2.9,SA,2021
SAL40015,Alma (SA),66,37,2166,3.5,SA,2021
SAL40016,Altona (SA),114,50,1468,2.2,SA,2021
SAL40017,Amata,393,28,1062,4.0,SA,2021
SAL40018,American Beach,0,72,0,0.0,SA,2021
SAL40019,American River,280,63,831,1.8,SA,2021
SAL40020,Amyton,9,69,687,1.7,SA,2021
SAL40021,Anama,7,29,1999,1.5,SA,2021
SAL40022,Anangu Pitjantjatjara Yankunytjatjara,205,32,1416,3.0,SA,2021
SAL40023,Andamooka,262,57,703,1.7,SA,2021
SAL40024,Andamooka Station,7,67,1374,1.7,SA,2021
SAL40025,Andrews,32,54,1375,2.6,SA,2021
SAL40026,Andrews Farm,8699,28,1465,2.9,SA,2021
SAL40027,Angas Plains,81,43,1218,2.7,SA,2021
SAL40028,Angas Valley,52,53,1375,2.6,SA,2021
SAL40029,Angaston,2202,46,1309,2.3,SA,2021
SAL40030,Angle Park,1555,41,1163,2.5,SA,2021
SAL40031,Angle Vale,4051,35,2248,3.1,SA,2021
SAL40032,Anna Creek,176,30,1999,3.0,SA,2021
SAL40033,Annadale,37,52,949,2.1,SA,2021
SAL40034,Antechamber Bay,13,62,725,2.0,SA,2021
SAL40035,Apamurra,11,65,1375,2.0,SA,2021
SAL40036,Apoinga,29,39,1187,2.9,SA,2021
SAL40037,Appila,91,50,1275,2.7,SA,2021
SAL40038,Arcoona,82,34,1375,2.0,SA,2021
SAL40039,Ardrossan,1269,61,844,1.9,SA,2021
SAL40040,Arkaroola,32,38,1625,2.3,SA,2021
SAL40041,Armagh,351,48,1774,2.6,SA,2021
SAL40042,Arno Bay,314,52,982,2.2,SA,2021
SAL40043,Arthurton,157,48,1437,2.4,SA,2021
SAL40044,Ascot Park,3588,34,1381,2.2,SA,2021
SAL40045,Ashbourne (SA),308,46,1660,2.6,SA,2021
SAL40046,Ashford (SA),1157,35,1605,2.2,SA,2021
SAL40047,Ashton,481,51,2355,2.7,SA,2021
SAL40048,Ashville,28,38,1792,2.7,SA,2021
SAL40049,Athelstone,9601,43,1941,2.7,SA,2021
SAL40050,Athol Park,2023,34,1380,2.7,SA,2021
SAL40051,Auburn (SA),668,54,1218,2.1,SA,2021
SAL40052,Auldana,629,48,2592,2.8,SA,2021
SAL40053,Australia Plains,41,40,850,2.7,SA,2021
SAL40054,Avenue Range,112,41,1562,2.5,SA,2021
SAL40055,Avoca Dell,166,35,2036,2.8,SA,2021
SAL40056,Avon (SA),64,40,1062,3.2,SA,2021
SAL40057,Back Valley,176,47,1202,2.6,SA,2021
SAL40058,Bagot Well,67,52,1874,2.3,SA,2021
SAL40059,Baird Bay,5,70,450,1.0,SA,2021
SAL40060,Bakara,9,47,1999,3.0,SA,2021
SAL40061,Bakara Well,6,44,4500,3.0,SA,2021
SAL40062,Balaklava,2083,46,1088,2.3,SA,2021
SAL40063,Bald Hills (SA),44,51,1292,2.5,SA,2021
SAL40064,Baldina,12,48,575,3.3,SA,2021
SAL40065,Balgowan (SA),92,60,860,1.8,SA,2021
SAL40066,Balhannah,1756,44,1851,2.7,SA,2021
SAL40067,Ballast Head,21,45,2249,2.6,SA,2021
SAL40068,Bangham,81,43,1812,2.8,SA,2021
SAL40069,Bangor (SA),39,52,1312,2.5,SA,2021
SAL40070,Banksia Park,3346,41,1799,2.6,SA,2021
SAL40071,Barabba,135,36,2125,2.9,SA,2021
SAL40072,Barinia,22,49,2624,3.0,SA,2021
SAL40073,Barmera,2884,49,1037,2.1,SA,2021
SAL40074,Barna,30,65,480,1.5,SA,2021
SAL40075,Barndioota,6,43,0,5.0,SA,2021
SAL40076,Baroota,52,54,1375,2.4,SA,2021
SAL40077,Barossa Goldfields,63,47,2083,2.7,SA,2021
SAL40078,Barunga Gap,23,27,1749,3.4,SA,2021
SAL40079,Basket Range,364,43,1988,2.9,SA,2021
SAL40080,Baudin Beach,94,56,866,2.0,SA,2021
SAL40081,Bay Of Shoals,30,52,1875,2.3,SA,2021
SAL40082,Beachport,745,55,1160,2.2,SA,2021
SAL40083,Beatty,0,28,1874,1.5,SA,2021
SAL40084,Beaufort (SA),81,38,1062,2.3,SA,2021
SAL40085,Beaumont (SA),2731,45,2577,2.8,SA,2021
SAL40086,Beaumonts,0,0,0,0.0,SA,2021
SAL40087,Bedford Park,1882,28,1448,2.5,SA,2021
SAL40088,Beetaloo Valley,75,56,1875,2.3,SA,2021
SAL40089,Belair,4718,47,2265,2.6,SA,2021
SAL40090,Belalie East,62,49,2049,2.5,SA,2021
SAL40091,Belalie North,85,39,1350,3.0,SA,2021
SAL40092,Bellevue Heights,2712,47,1662,2.5,SA,2021
SAL40093,Beltana,35,24,725,3.0,SA,2021
SAL40094,Beltana Station,30,48,1292,2.5,SA,2021
SAL40095,Belton,19,29,1374,2.3,SA,2021
SAL40096,Belvidere,118,49,1562,2.5,SA,2021
SAL40097,Benbournie,11,46,725,3.0,SA,2021
SAL40098,Berri,4143,42,1039,2.1,SA,2021
SAL40099,Bethany,146,49,1800,2.7,SA,2021
SAL40100,Bethel,52,49,1875,2.2,SA,2021
SAL40101,Beulah Park,1601,39,2189,2.4,SA,2021
SAL40102,Beverley (SA),1578,36,1598,2.4,SA,2021
SAL40103,Bibaringa,246,51,2178,2.8,SA,2021
SAL40104,Big Bend,4,72,450,1.0,SA,2021
SAL40105,Biggs Flat,84,43,1625,2.7,SA,2021
SAL40106,Billiatt,0,0,0,0.0,SA,2021
SAL40107,Binnum,87,45,2062,2.6,SA,2021
SAL40108,Birchmore,49,39,1625,3.3,SA,2021
SAL40109,Birdwood (SA),1376,43,1754,2.7,SA,2021
SAL40110,Birkenhead,1798,39,1598,2.3,SA,2021
SAL40111,Black Forest,1982,39,1664,2.3,SA,2021
SAL40112,Black Hill (SA),45,55,669,1.8,SA,2021
SAL40113,Black Point,64,69,1333,2.0,SA,2021
SAL40114,Black Rock (SA),36,62,1437,2.2,SA,2021
SAL40115,Black Springs (SA),49,35,1781,2.6,SA,2021
SAL40116,Blackfellows Caves,72,59,749,1.9,SA,2021
SAL40117,Blackfellows Creek,28,57,1166,2.2,SA,2021
SAL40118,Blackford,35,42,1624,2.4,SA,2021
SAL40119,Blackwood (SA),4266,45,1715,2.4,SA,2021
SAL40120,Blair Athol (SA),5274,32,1459,2.8,SA,2021
SAL40121,Blakeview,8979,31,1706,2.7,SA,2021
SAL40122,Blakiston,377,46,2600,3.0,SA,2021
SAL40123,Blanche Harbor,32,60,1374,1.9,SA,2021
SAL40124,Blanchetown,305,58,844,1.9,SA,2021
SAL40125,Bletchley,76,41,1875,3.2,SA,2021
SAL40126,Blewitt Springs,346,49,2050,2.6,SA,2021
SAL40127,Blinman,43,41,1937,2.5,SA,2021
SAL40128,Bluff Beach,41,59,1625,2.1,SA,2021
SAL40129,Blyth,518,42,1269,2.5,SA,2021
SAL40130,Boatswain Point,46,51,900,1.9,SA,2021
SAL40131,Bockelberg,0,0,0,0.0,SA,2021
SAL40132,Boconnoc Park,28,32,3374,3.7,SA,2021
SAL40133,Bolivar,357,61,756,1.6,SA,2021
SAL40134,Bolto,14,66,874,1.3,SA,2021
SAL40135,Booborowie,205,56,1021,2.2,SA,2021
SAL40136,Bookpurnong,157,37,1593,3.0,SA,2021
SAL40137,Bool Lagoon,42,39,1562,2.4,SA,2021
SAL40138,Booleroo Centre,482,55,1240,2.3,SA,2021
SAL40139,Boolgun,11,49,949,2.8,SA,2021
SAL40140,Boonerdo,13,33,1312,3.7,SA,2021
SAL40141,Boors Plain,56,34,1812,2.6,SA,2021
SAL40142,Bordertown,3095,40,1439,2.4,SA,2021
SAL40143,Bordertown South,45,40,1666,2.8,SA,2021
SAL40144,Borrika,30,44,2250,3.4,SA,2021
SAL40145,Boston,1169,40,2199,3.0,SA,2021
SAL40146,Bowden,1808,32,1628,1.8,SA,2021
SAL40147,Bower,41,56,866,2.3,SA,2021
SAL40148,Bowhill,127,54,1156,2.2,SA,2021
SAL40149,Bowillia,20,53,1375,2.2,SA,2021
SAL40150,Bowmans,56,52,1042,2.3,SA,2021
SAL40151,Bradbury (SA),178,53,1916,2.6,SA,2021
SAL40152,Brady Creek,19,43,725,2.7,SA,2021
SAL40153,Brahma Lodge,3380,37,1081,2.6,SA,2021
SAL40154,Bramfield,31,60,725,1.9,SA,2021
SAL40155,Bray,44,47,1124,2.3,SA,2021
SAL40156,Brenda Park,15,69,900,1.7,SA,2021
SAL40157,Brentwood (SA),71,49,1333,2.7,SA,2021
SAL40158,Bridgewater (SA),3719,40,2042,2.6,SA,2021
SAL40159,Bright (SA),18,27,425,2.4,SA,2021
SAL40160,Brighton (SA),3834,49,1692,2.2,SA,2021
SAL40161,Brimbago,64,40,1375,3.3,SA,2021
SAL40162,Brinkley,107,45,1325,2.3,SA,2021
SAL40163,Brinkworth,243,50,1156,2.3,SA,2021
SAL40164,Broadview,4450,36,1703,2.4,SA,2021
SAL40165,Brompton,3729,36,1809,2.1,SA,2021
SAL40166,Brooker,90,33,2187,2.8,SA,2021
SAL40167,Brooklyn Park,5040,37,1466,2.3,SA,2021
SAL40168,Broughton River Valley,0,73,1375,1.0,SA,2021
SAL40169,Brown Beach,3,62,2250,1.0,SA,2021
SAL40170,Brown Hill Creek,71,36,2833,2.8,SA,2021
SAL40171,Brownlow,43,52,725,2.2,SA,2021
SAL40172,Brownlow Ki,238,52,1024,2.0,SA,2021
SAL40173,Bruce (SA),17,44,1749,3.6,SA,2021
SAL40174,Brukunga,400,42,1458,2.5,SA,2021
SAL40175,Buchanan (SA),51,29,1312,3.4,SA,2021
SAL40176,Buchfelde,193,49,1416,2.5,SA,2021
SAL40177,Buckingham (SA),40,36,1875,2.7,SA,2021
SAL40178,Buckland Park,99,45,1775,2.7,SA,2021
SAL40179,Buckleboo,40,45,1291,2.6,SA,2021
SAL40180,Bugle Hut,38,46,1916,2.1,SA,2021
SAL40181,Bugle Ranges,289,48,2031,2.7,SA,2021
SAL40182,Bull Creek (SA),111,51,1562,2.3,SA,2021
SAL40183,Bumbunga,20,55,900,1.9,SA,2021
SAL40184,Bunbury (SA),3,65,450,2.0,SA,2021
SAL40185,Bundaleer Gardens,8,68,474,1.8,SA,2021
SAL40186,Bundaleer North,38,42,1875,2.6,SA,2021
SAL40187,Bundey,0,56,75,1.0,SA,2021
SAL40188,Bungama,116,44,1312,2.7,SA,2021
SAL40189,Bungaree (SA),23,45,1624,2.5,SA,2021
SAL40190,Burdett,234,40,1218,2.8,SA,2021
SAL40191,Burnsfield,6,23,2125,3.3,SA,2021
SAL40192,Burnside (SA),3060,43,2257,2.7,SA,2021
SAL40193,Burra (SA),1112,54,866,2.0,SA,2021
SAL40194,Burra Eastern Districts,7,56,949,2.7,SA,2021
SAL40195,Burrungule,115,39,2035,2.9,SA,2021
SAL40196,Burton (SA),6519,33,1517,3.1,SA,2021
SAL40197,Bute,389,51,869,2.2,SA,2021
SAL40198,Butler (SA),69,37,1312,2.5,SA,2021
SAL40199,Cadell,547,47,866,2.1,SA,2021
SAL40200,Cadgee (SA),53,44,1781,2.5,SA,2021
SAL40201,Calca,13,42,1124,2.0,SA,2021
SAL40202,Caliph,3,42,575,3.5,SA,2021
SAL40203,Callington,625,42,1312,2.4,SA,2021
SAL40204,Calomba,46,38,2250,2.6,SA,2021
SAL40205,Caloote,133,56,1031,2.2,SA,2021
SAL40206,Calperum Station,0,0,0,0.0,SA,2021
SAL40207,Caltowie,122,40,1458,2.7,SA,2021
SAL40208,Caltowie North,21,39,1312,2.6,SA,2021
SAL40209,Caltowie West,28,56,1041,2.0,SA,2021
SAL40210,Cambrai,266,52,929,2.1,SA,2021
SAL40211,Camden Park (SA),3338,36,1398,2.2,SA,2021
SAL40212,Campbelltown (SA),9263,38,1396,2.4,SA,2021
SAL40213,Campoona,47,41,1666,3.1,SA,2021
SAL40214,Cannawigara,147,44,2299,2.6,SA,2021
SAL40215,Canowie,3,72,762,2.3,SA,2021
SAL40216,Canowie Belt,29,45,2624,3.1,SA,2021
SAL40217,Canunda,21,28,1999,3.5,SA,2021
SAL40218,Cape Borda,9,44,850,2.0,SA,2021
SAL40219,Cape Douglas,68,50,1166,2.4,SA,2021
SAL40220,Cape Jaffa,66,61,1125,1.9,SA,2021
SAL40221,Cape Jervis,343,57,795,2.0,SA,2021
SAL40222,Caralue,43,30,1833,3.1,SA,2021
SAL40223,Carawa,7,20,4624,3.0,SA,2021
SAL40224,Carcuma,3,47,2250,2.0,SA,2021
SAL40225,Carew,32,39,2750,3.1,SA,2021
SAL40226,Carey Gully,428,53,1699,2.6,SA,2021
SAL40227,Caroline,11,41,1375,2.6,SA,2021
SAL40228,Carpenter Rocks,87,51,1541,2.3,SA,2021
SAL40229,Carrickalinga,409,60,971,2.0,SA,2021
SAL40230,Carrieton,51,44,1375,2.4,SA,2021
SAL40231,Cassini,73,41,1542,3.0,SA,2021
SAL40232,Castambul,18,70,1124,2.5,SA,2021
SAL40233,Caurnamont,35,65,1187,1.9,SA,2021
SAL40234,Cavan (SA),32,17,899,2.3,SA,2021
SAL40235,Cavenagh,6,40,450,2.0,SA,2021
SAL40236,Caveton,36,52,1437,2.4,SA,2021
SAL40237,Ceduna,1955,37,1376,2.4,SA,2021
SAL40238,Ceduna Waters,186,38,1949,2.5,SA,2021
SAL40239,Chaffey,189,48,1708,2.5,SA,2021
SAL40240,Chain Of Ponds,39,50,2250,3.0,SA,2021
SAL40241,Chandada,37,45,1593,2.6,SA,2021
SAL40242,Chandlers Hill,792,46,2654,3.0,SA,2021
SAL40243,Chapel Hill (SA),127,43,2833,2.8,SA,2021
SAL40244,Chapman Bore,26,32,1375,2.7,SA,2021
SAL40245,Charleston,550,42,2116,2.8,SA,2021
SAL40246,Charlton Gully,39,41,1624,2.7,SA,2021
SAL40247,Charra,26,45,2750,3.4,SA,2021
SAL40248,Cheltenham (SA),2236,44,1534,2.3,SA,2021
SAL40249,Cherry Gardens,633,48,2016,2.9,SA,2021
SAL40250,Cherryville,125,48,2042,2.6,SA,2021
SAL40251,Chilpenunda,17,26,1149,2.8,SA,2021
SAL40252,Chinaman Wells,4,59,500,1.5,SA,2021
SAL40253,Chinbingina,8,42,1125,2.0,SA,2021
SAL40254,Chiton,440,63,1212,2.1,SA,2021
SAL40255,Chowilla,5,13,3250,5.0,SA,2021
SAL40256,Christie Downs,5239,41,889,2.2,SA,2021
SAL40257,Christies Beach,5962,39,1194,2.2,SA,2021
SAL40258,Clapham,1685,42,2321,2.7,SA,2021
SAL40259,Clare (SA),3238,45,1302,2.2,SA,2021
SAL40260,Clarence Gardens,2373,38,2200,2.7,SA,2021
SAL40261,Clarence Park,2658,39,1799,2.3,SA,2021
SAL40262,Clarendon (SA),643,48,2065,2.6,SA,2021
SAL40263,Clay Wells,31,45,1125,2.2,SA,2021
SAL40264,Claypans,4,50,1499,2.5,SA,2021
SAL40265,Clayton Bay,472,60,863,1.9,SA,2021
SAL40266,Clearview,4261,33,1570,2.5,SA,2021
SAL40267,Cleland,0,62,0,2.0,SA,2021
SAL40268,Clements Gap,54,38,1375,2.7,SA,2021
SAL40269,Cleve,953,49,1091,2.2,SA,2021
SAL40270,Clinton (SA),313,65,777,1.8,SA,2021
SAL40271,Clinton Centre,40,39,1937,2.9,SA,2021
SAL40272,Clovelly Park,3126,35,1600,2.5,SA,2021
SAL40273,Cobdogla,375,50,1277,2.4,SA,2021
SAL40274,Cocata,0,0,0,0.0,SA,2021
SAL40275,Cockaleechie,79,34,2124,3.3,SA,2021
SAL40276,Cockatoo Valley,714,42,2489,3.1,SA,2021
SAL40277,Cockburn,12,53,575,1.0,SA,2021
SAL40278,Coffin Bay,664,57,1254,2.0,SA,2021
SAL40279,Colebatch,56,56,1624,2.0,SA,2021
