Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
5118,11797,11797,61453,53256,0.81,9539,62827,57416,0.14,1660,2013,891,11797,64105,55635,11797,2555,771,0.09,1044,89737,28992,0.08,997,67718,13519,0.78,9245,15407,10840,12771,155634,77316
5120,1899,1899,61505,53203,0.73,1388,59747,57200,0.13,250,5106,2529,1899,64573,56745,1899,2916,616,0.1,193,86358,42029,0.1,183,65812,19559,0.79,1506,15203,9952,1880,102005,49881
5121,1363,1363,54788,50766,0.78,1067,58457,55977,0.09,124,5127,2969,1363,57106,53349,1363,2240,587,0.09,121,65518,28280,0.09,116,46741,13178,0.79,1073,12072,9126,1377,96813,41416
5125,12409,12409,67602,57012,0.83,10324,67166,60492,0.14,1784,623,292,12409,70195,59532,12409,2575,799,0.07,823,76270,29544,0.06,791,50665,11537,0.8,9921,17967,12294,13516,179511,99538
5126,4571,4571,60420,54687,0.82,3727,62966,59451,0.11,504,1284,766,4571,62828,56695,4571,2372,729,0.09,424,66326,31041,0.09,396,42177,13874,0.78,3579,14728,11221,5104,147107,82934
5127,4955,4955,60991,54060,0.83,4099,63550,58402,0.14,699,1071,283,4955,63479,56509,4955,2467,803,0.07,343,63157,25166,0.07,325,40536,9549,0.79,3894,15075,11044,5455,169341,91827
5131,665,665,71513,51721,0.72,477,68945,56721,0.2,133,1832,1193,665,74885,56070,665,3363,710,0.11,72,76938,39333,0.1,69,48514,14522,0.78,518,21429,12019,731,234574,121457
5132,308,308,75101,50827,0.71,220,69412,53706,0.19,59,2760,2531,308,78312,53757,308,3169,699,0.1,31,191755,63223,0.1,30,166120,29869,0.73,226,25701,11594,334,292862,122642
5133,272,272,76358,58301,0.69,188,76680,63218,0.24,65,1403,683,272,80043,61388,272,3684,748,0.12,32,59278,19476,0.11,30,30032,9670,0.74,202,25229,13526,302,244121,135735
5134,283,283,68825,54890,0.73,206,69665,61902,0.17,49,6020,3887,283,71677,58429,283,2832,658,0.12,35,86320,22951,0.11,31,68903,13175,0.72,204,21432,14663,306,208309,109386
5136,336,336,73919,57352,0.73,245,68212,58402,0.18,61,1852,1546,336,78225,59094,336,4265,525,0.15,49,68674,24000,0.13,45,37892,20719,0.74,248,23827,16209,387,251674,113236
5137,367,367,85791,55717,0.74,270,73984,57530,0.22,82,2436,3719,367,91138,60500,367,4392,578,0.17,61,75379,28596,0.15,54,46594,11786,0.76,278,29627,13342,417,283945,115681
5138,204,204,65348,49187,0.73,148,65024,52036,0.17,34,2574,1310,204,68002,51728,204,2617,550,0.17,35,68922,38912,0.16,33,29035,12568,0.75,152,18917,10637,228,216611,95439
5139,163,163,70590,54932,0.77,125,65030,54157,0.07,11,1075,0,163,73921,58417,163,2829,518,0.19,31,64963,36000,0.2,33,46840,8563,0.75,122,21339,12954,183,254058,92359
5140,305,305,77982,63015,0.79,242,76898,67476,0.19,59,2101,815,305,80623,64500,305,2641,1072,0.1,31,112741,31454,0.09,27,79442,14327,0.78,238,23696,17769,312,191521,107121
5141,462,462,78854,55880,0.77,358,74755,58690,0.16,72,1038,1736,462,82575,59110,462,3720,1078,0.12,54,88364,41712,0.11,52,41188,19672,0.77,354,24941,13609,529,250092,128233
5142,417,417,76380,57624,0.66,275,68406,57596,0.17,69,3419,2233,417,80052,60481,417,3672,834,0.13,53,67308,27940,0.13,53,46600,11633,0.79,328,22659,11837,463,245229,128105
5144,243,243,85626,56526,0.71,173,76632,66042,0.16,39,4925,3242,243,90228,62282,243,4603,998,0.13,32,96451,23207,0.12,29,49442,5048,0.81,197,26821,13040,291,265779,141168
5151,279,279,94196,61975,0.76,213,74910,61352,0.15,41,4680,3359,279,99447,63264,279,5161,1019,0.2,55,115336,18613,0.17,47,70843,10171,0.78,219,32927,14888,296,241226,106457
5152,4295,4295,96930,65878,0.69,2964,86733,69473,0.18,761,2264,1171,4295,101623,69418,4295,4624,988,0.12,532,108599,34958,0.12,497,55592,12972,0.77,3290,35005,19542,4702,309900,142355
5153,4314,4314,77533,52016,0.73,3133,68007,54278,0.16,683,2529,1366,4314,81098,54556,4314,3410,674,0.13,580,77056,32602,0.13,559,50472,15542,0.75,3241,26100,11943,4730,230997,103849
5154,2275,2275,95048,63642,0.7,1593,82392,64846,0.15,351,1913,755,2275,99374,66373,2275,4159,856,0.12,275,125939,43867,0.12,263,68645,15004,0.76,1725,34832,18075,2536,333931,140054
5155,2514,2514,69518,57316,0.78,1972,68971,60678,0.14,361,2091,1247,2514,72430,59886,2514,2900,840,0.15,365,57912,25332,0.14,353,31789,8792,0.78,1959,19628,13210,2853,200117,99062
5156,641,641,73304,59621,0.75,483,75354,65181,0.15,97,2078,2357,641,76197,61877,641,2865,900,0.13,81,121821,34500,0.12,74,93123,13434,0.79,504,21194,12594,713,196208,106499
5157,2041,2041,67700,51498,0.71,1457,65051,54239,0.16,327,4259,2225,2041,71351,54434,2041,3569,684,0.12,245,86123,32247,0.11,231,68142,16455,0.74,1520,20247,11159,2188,225127,111452
5158,15873,15873,61520,54482,0.82,13080,63913,58999,0.13,2018,1493,925,15873,64014,56805,15873,2479,846,0.09,1389,66798,29125,0.08,1318,40819,11212,0.79,12582,15138,11074,17477,148391,82799
5159,20968,20968,62155,53386,0.8,16799,63482,57512,0.13,2737,2200,1221,20968,64623,55516,20968,2446,767,0.09,1789,60461,26745,0.08,1702,36623,10494,0.77,16137,16187,11046,22983,167381,89532
5160,117,117,69053,50231,0.57,67,67808,59488,0.2,23,7999,2776,117,71880,53916,117,2827,420,0.17,20,183812,114699,0.15,17,176703,124105,0.77,90,19791,10643,121,216652,70819
5161,5907,5907,54715,50180,0.82,4872,57402,54532,0.09,520,1632,920,5907,56733,51992,5907,1992,685,0.09,527,54365,31013,0.09,505,33009,11408,0.78,4622,12113,8956,6652,114441,67541
5162,20269,20269,53587,48996,0.83,16796,56046,52989,0.09,1815,1033,475,20269,55653,50797,20269,2052,644,0.08,1721,58463,25053,0.08,1637,36660,9854,0.77,15664,11838,8711,22405,111837,61607
5163,7870,7870,54009,47584,0.82,6450,55637,51112,0.09,685,1952,1089,7870,56090,49432,7870,2068,638,0.09,707,77436,28005,0.09,677,57031,11407,0.76,5983,12694,8037,8784,103597,51670
5164,2281,2281,44968,41482,0.81,1841,47939,46362,0.05,103,969,766,2281,46485,43259,2281,1512,395,0.07,165,51612,23298,0.07,152,33514,11500,0.7,1594,9269,6573,2641,72944,35371
5165,3418,3418,53410,46648,0.81,2752,55588,50662,0.1,347,2839,1870,3418,55831,48835,3418,2372,698,0.1,355,59665,26506,0.1,343,36322,9669,0.76,2588,12073,8192,3745,106456,46255
5166,1005,1005,52204,46550,0.81,816,51438,49890,0.09,93,1805,1640,1005,54358,48371,1005,2153,627,0.1,104,68571,31684,0.1,101,36808,9518,0.75,753,11882,8161,1158,105523,58717
5167,3877,3877,59567,51083,0.8,3105,60352,54363,0.13,521,2752,1689,3877,62167,52935,3877,2588,799,0.12,452,77322,31372,0.11,435,53543,12810,0.78,3041,14388,9513,4287,144319,74778
5168,3191,3191,54655,49320,0.82,2605,57196,53954,0.11,340,1118,448,3191,56711,51120,3191,2036,653,0.09,282,58723,28698,0.08,268,37438,13768,0.77,2467,12220,9269,3477,104099,56295
5169,12082,12082,57794,51557,0.84,10123,59930,55515,0.1,1210,982,475,12082,60152,53674,12082,2339,798,0.09,1081,70160,29400,0.09,1053,44739,11697,0.79,9527,13486,9774,12795,109387,59363
5170,759,759,54077,46240,0.77,586,55962,50854,0.14,104,2169,1234,759,56528,48058,759,2372,635,0.14,107,67095,21455,0.13,101,52608,9123,0.74,562,13163,9006,839,134201,62171
5171,3914,3914,61977,49003,0.7,2731,62952,53482,0.16,628,3028,1857,3914,65090,51270,3914,2942,622,0.12,466,81934,29872,0.12,453,56064,12891,0.74,2902,17279,10179,4177,206499,98740
5172,2782,2782,62397,46534,0.69,1911,61546,51085,0.18,513,3721,2111,2782,65885,49934,2782,3330,600,0.13,364,80112,32795,0.12,343,59260,12287,0.72,2007,18391,10529,2970,209473,97081
5173,7486,7486,53819,46151,0.78,5831,54943,49947,0.11,789,2638,1475,7486,56321,47962,7486,2461,591,0.12,899,70177,30000,0.11,859,47317,12639,0.74,5515,12979,8403,8078,114828,57512
5174,1775,1775,56638,49609,0.78,1381,58450,52316,0.11,195,1748,824,1775,58902,51103,1775,2222,730,0.12,218,65603,34868,0.12,213,40002,11479,0.76,1355,13720,9433,1915,118931,59029
5201,1499,1499,60266,50572,0.75,1123,64015,56128,0.14,210,2983,1358,1499,63517,52791,1499,2956,730,0.13,202,75807,34718,0.13,195,57470,20510,0.76,1146,15859,10416,1615,171512,78672
5202,574,574,54287,44125,0.72,413,56267,47697,0.13,76,3346,1698,574,56690,47012,574,2217,398,0.14,80,75487,25606,0.13,76,57996,16402,0.72,411,13838,9068,636,129189,65957
5203,740,740,48574,38886,0.63,464,50657,43152,0.14,104,5183,2516,740,51492,40668,740,2737,354,0.14,100,62741,30404,0.13,94,48871,12488,0.65,483,12698,6736,799,158584,68008
5204,1805,1805,48286,37500,0.62,1112,53101,45321,0.14,261,2965,2033,1805,51600,39855,1805,2800,392,0.14,250,74336,24462,0.13,236,58786,11734,0.63,1135,13436,7098,1989,195311,92052
5210,1235,1235,57773,47111,0.75,931,58062,52314,0.14,175,4036,2135,1235,60225,49775,1235,2311,605,0.13,159,128234,32559,0.12,153,109470,16291,0.74,909,14861,9765,1273,132064,74627
5211,8939,8939,50077,39196,0.61,5450,50945,43385,0.12,1112,4049,2132,8939,52855,41026,8939,2642,348,0.12,1084,125406,30512,0.11,1023,108256,12275,0.64,5744,13849,6888,9674,191357,80519
5212,1201,1201,52939,41071,0.56,675,52499,46507,0.14,165,4160,2710,1201,56257,42896,1201,3242,384,0.14,164,113588,28622,0.12,150,88345,9531,0.65,782,15431,7591,1370,227087,95017
5213,788,788,76287,44386,0.67,525,55403,45404,0.16,124,4004,3232,788,79165,45868,788,2762,488,0.17,131,78912,42152,0.16,129,47526,19006,0.71,557,28526,8601,873,224139,95416
5214,4782,4782,48402,37356,0.6,2862,50697,43094,0.13,619,4305,2781,4782,50716,39016,4782,2222,330,0.11,538,75712,26784,0.11,515,57335,10649,0.62,2964,13393,7006,5360,192357,89493
5220,218,218,46583,41778,0.6,131,40215,36487,0.13,29,3701,2223,218,51177,44373,218,2798,310,0.18,39,107446,34180,0.18,39,83959,24999,0.68,148,12184,6534,223,113660,50646
5221,205,205,44570,35850,0.61,126,44725,38950,0.17,35,4953,3463,205,47966,38974,205,3353,300,0.14,28,98351,21324,0.12,24,92045,10620,0.59,120,11982,7544,209,156945,70846
5222,460,460,61041,43974,0.65,301,46358,41347,0.19,86,4889,4518,460,65114,46274,460,4046,450,0.17,78,70441,19324,0.16,74,53639,9534,0.72,333,17610,8201,476,176605,72877
5223,2290,2290,48893,41841,0.69,1573,47025,42386,0.15,346,4717,2472,2290,52391,44000,2290,2444,332,0.18,403,101771,32378,0.17,390,79869,17400,0.71,1618,11565,7095,2434,141092,58626
5231,728,728,78036,57806,0.79,578,66905,59952,0.15,112,2782,1371,728,80868,60758,728,2787,764,0.1,76,83321,24568,0.1,73,59177,10932,0.8,586,24160,13080,834,189042,110804
5232,288,288,66922,51458,0.73,211,69700,57207,0.15,44,4716,3559,288,69905,55131,288,2966,572,0.1,28,50003,28624,0.09,27,19659,10394,0.72,208,20681,13065,323,212473,121679
5233,944,944,65665,50756,0.75,709,61006,53352,0.16,149,4151,2825,944,69620,54523,944,3715,708,0.11,106,82713,38070,0.11,107,56373,12952,0.74,703,19366,11319,1029,181053,90915
5234,880,880,60041,50156,0.76,665,62994,55649,0.14,119,3755,1971,880,62894,53173,880,2567,678,0.11,96,77394,28268,0.11,98,51435,17798,0.75,657,16192,11213,945,181114,88036
5235,1530,1530,57538,47592,0.72,1095,59851,53304,0.13,195,3341,1539,1530,60850,50352,1530,3037,512,0.13,198,66984,30144,0.13,195,50083,23017,0.72,1097,16280,9425,1745,157348,81123
5236,177,177,52805,44480,0.79,139,59164,50327,0.05,9,6575,2923,177,55374,47455,177,1964,728,0.11,20,78710,47813,0.11,20,54722,16040,0.69,123,14198,7041,187,103515,50497
5237,210,210,49510,42534,0.7,148,48759,49944,0.1,21,-701,-81,210,54022,45253,210,1987,298,0.13,27,147808,59042,0.12,26,114746,35082,0.7,148,11357,8886,239,95124,46733
5238,2274,2274,45267,37420,0.69,1563,48535,42707,0.12,271,3470,1775,2274,48256,39548,2274,2475,344,0.1,234,69403,27940,0.1,222,51407,13907,0.63,1436,11789,7531,2521,136527,71525
5240,372,372,55610,44977,0.69,255,60977,55883,0.17,62,3914,2549,372,59290,50429,372,2744,495,0.12,43,68720,23905,0.12,44,46464,16807,0.69,255,16452,10063,390,205229,93025
5241,1592,1592,59502,50043,0.81,1283,60177,54477,0.1,158,2717,1614,1592,62271,53070,1592,2570,610,0.11,170,56819,34485,0.1,160,32695,13988,0.77,1218,15182,10336,1740,139280,77969
5242,1041,1041,70969,55945,0.74,772,67498,59743,0.14,146,1670,924,1041,74233,59323,1041,3045,712,0.11,115,79295,37610,0.11,112,55303,13350,0.77,797,21211,13020,1184,227905,104736
5243,617,617,80584,52574,0.68,419,71774,56138,0.18,110,4450,2346,617,84842,57993,617,4198,672,0.12,71,73001,25243,0.11,65,50050,12216,0.78,479,26166,12121,686,286820,106393
5244,2783,2783,64037,49865,0.74,2047,64425,57115,0.12,323,3474,1562,2783,67127,52565,2783,2924,714,0.12,329,69141,26636,0.11,313,53258,15765,0.75,2096,18666,10596,3004,197145,89125
5245,2014,2014,71697,50923,0.68,1376,69566,55484,0.15,303,3238,2346,2014,75094,53536,2014,3331,600,0.12,238,83117,29406,0.11,231,53438,13358,0.73,1463,23281,13005,2149,250080,118026
5250,2390,2390,70745,56594,0.79,1877,67710,59655,0.13,300,3973,1409,2390,73860,59990,2390,3095,802,0.1,245,91835,24100,0.1,229,65993,10989,0.78,1872,20229,12762,2567,191400,102988
5251,12318,12318,63478,52932,0.82,10040,63987,57146,0.1,1221,2334,461,12318,66005,55068,12318,2433,731,0.09,1164,62920,28397,0.09,1115,40216,10868,0.78,9648,16505,10600,12921,136673,64032
5252,4206,4206,60499,52393,0.82,3464,61758,55850,0.11,460,2327,1062,4206,63032,54272,4206,2491,786,0.11,481,64759,27884,0.11,461,43146,11948,0.79,3318,14871,10070,4510,129933,74851
5253,10306,10306,48999,44168,0.78,8023,50751,47672,0.1,1004,2426,1502,10306,51616,46277,10306,2422,503,0.08,861,73716,28101,0.08,826,54950,11678,0.73,7484,10986,7467,11418,111668,45447
5254,1484,1484,51833,44348,0.74,1105,52763,48292,0.11,163,3351,1370,1484,54589,46148,1484,2201,478,0.12,178,85676,34292,0.12,174,63420,20033,0.7,1040,13297,8141,1545,121464,66842
5255,6079,6079,57526,46097,0.74,4470,57663,50954,0.13,813,2831,1317,6079,60239,48319,6079,2463,536,0.11,668,78897,30855,0.11,646,59179,18258,0.73,4436,15363,8931,6510,159063,76416
5256,752,752,47190,39910,0.7,526,50121,46816,0.14,103,2186,1503,752,49953,41902,752,2399,328,0.13,97,68999,26417,0.12,90,56094,13510,0.67,505,11351,7133,878,127384,66171
5259,588,588,45064,42078,0.7,412,49244,46632,0.09,53,695,0,588,47723,44268,588,2331,340,0.09,54,90206,16880,0.08,48,89271,12658,0.68,397,10931,7114,640,128770,50600
5260,1003,1003,52740,41365,0.77,769,47224,44400,0.09,88,3744,2423,1003,55142,43937,1003,2015,361,0.09,95,93066,17966,0.09,89,74466,11179,0.68,686,14773,6650,1068,101843,46094
5261,241,241,56877,44902,0.58,140,45115,37083,0.13,31,8461,2294,241,64443,49000,241,4384,428,0.09,22,165277,41352,0.08,19,157681,65534,0.67,161,17019,10751,236,178020,61982
5262,288,288,73034,53382,0.67,193,50039,47348,0.13,37,2722,1630,288,79768,58688,288,4763,505,0.09,25,231104,146530,0.08,24,224375,112776,0.76,220,23448,10204,307,167229,59145
5263,137,137,65964,49662,0.66,90,56038,51736,0.18,24,2514,332,137,70755,52992,137,4791,901,0.09,12,179342,111358,0.09,12,138745,56059,0.78,107,17491,9795,133,374153,103798
5264,781,781,50969,40131,0.66,512,48133,42250,0.14,106,5115,2829,781,54440,43395,781,2856,364,0.11,85,93418,40410,0.11,85,63825,17040,0.67,527,13548,8249,833,161105,56638
5265,213,213,56533,44456,0.64,136,45634,39176,0.15,31,5797,3531,213,61715,47187,213,3760,298,0.07,14,120842,18425,0.07,14,102367,21932,0.7,149,15817,8125,225,131857,54749
5266,405,405,64716,46957,0.65,265,52883,49922,0.14,56,4633,2948,405,70460,51986,405,3998,649,0.13,52,217983,57440,0.13,51,219439,28349,0.73,297,19681,8045,416,157202,51826
5267,1295,1295,54076,46542,0.71,913,50518,47025,0.13,174,2038,1571,1295,60732,49983,1295,4180,448,0.08,110,123912,32568,0.09,111,104164,22410,0.73,939,14206,8293,1352,149625,62177
5268,2621,2621,54851,48116,0.75,1974,52700,52144,0.11,287,3173,2269,2621,59564,52522,2621,3779,699,0.08,202,113736,35656,0.07,191,98565,21327,0.75,1969,13285,8608,2731,162164,44806
5269,148,148,53258,45554,0.74,110,39796,36672,0.08,12,7097,6794,148,60120,49425,148,4242,400,0.09,14,106014,38292,0.09,14,73751,14262,0.7,103,14722,8255,159,75204,29332
5270,419,419,56236,47630,0.67,279,53382,49573,0.12,50,1817,1118,419,62358,53233,419,3729,530,0.08,33,99178,23400,0.07,29,85780,20300,0.73,306,14260,9218,428,176910,66815
5271,5008,5008,59423,48610,0.74,3713,53543,50000,0.11,562,2667,1594,5008,63434,51231,5008,3338,592,0.08,383,81873,29267,0.07,361,62434,16221,0.74,3724,16360,9123,5358,157020,55097
5272,553,553,74382,49947,0.65,357,52367,47502,0.17,94,696,2204,553,80318,54150,553,5406,830,0.09,48,161109,35090,0.08,45,130258,33209,0.76,421,23403,10329,578,191470,71521
5273,78,78,68189,48914,0.59,46,51630,50157,0.17,13,2959,2635,78,73976,54166,78,5769,1192,0.13,10,37802,36546,0.13,10,19076,9684,0.69,54,23518,11335,89,247273,78701
5275,1448,1448,72688,47265,0.67,968,49117,44584,0.13,187,3220,2110,1448,78244,50449,1448,4279,494,0.11,164,142097,33654,0.11,156,127933,18938,0.73,1053,25141,9282,1590,182093,70755
5276,954,954,64360,47716,0.61,581,49715,43963,0.14,138,6679,2806,954,68506,51004,954,3740,450,0.13,120,109828,24396,0.12,119,95672,12089,0.71,674,20421,9769,1006,235354,81033
5277,1743,1743,60552,48716,0.77,1349,52251,48231,0.1,174,2256,1664,1743,64159,51302,1743,3173,522,0.07,124,105298,32953,0.07,117,86567,16509,0.76,1317,16670,9097,1898,149110,65624
5278,340,340,64019,45746,0.69,234,50268,47294,0.13,43,3380,1689,340,68595,48586,340,3665,524,0.07,23,118943,28740,0.06,22,96980,38130,0.71,240,21143,9464,366,195362,65998
5279,254,254,52674,46094,0.77,195,49309,46726,0.07,19,4967,1016,254,55974,47478,254,3219,556,0.11,28,74405,27148,0.11,27,64302,21385,0.7,179,13602,8121,280,119474,46544
5280,4331,4331,56371,45065,0.74,3187,51774,46592,0.12,501,2113,1148,4331,59390,47658,4331,2679,518,0.08,350,101364,40626,0.08,334,82091,19924,0.74,3185,14594,8570,4748,184819,69636
5290,15419,15419,57399,48509,0.82,12689,54788,50884,0.1,1610,3346,1704,15419,59756,50534,15419,2279,598,0.08,1205,92012,30319,0.07,1134,70368,14914,0.76,11772,14240,8872,16811,140087,60014
5291,5560,5560,64150,51606,0.77,4269,58333,52352,0.13,725,2370,1262,5560,67694,54688,5560,2959,620,0.1,530,114047,43195,0.09,518,93401,23786,0.78,4321,17318,10556,5792,156493,77469
5301,317,317,51298,39541,0.58,184,46544,45496,0.13,41,4433,2219,317,57359,45197,317,4705,250,0.14,44,326637,44264,0.14,43,311027,32103,0.65,207,15591,9373,332,108464,54666
5302,570,570,47834,46710,0.73,418,50604,51987,0.09,51,2104,2256,570,52351,51262,570,2526,394,0.08,47,102476,36357,0.08,46,77107,14002,0.7,399,12604,9207,571,142425,50008
5303,140,140,87401,34140,0.8,112,47664,41448,0.03,4,-614,-614,140,89179,35592,140,1778,0,0.05,7,99261,40751,0.05,7,124966,69170,0.58,81,49335,9452,147,53788,13031
5304,538,538,52736,45701,0.66,357,51825,48589,0.11,58,4774,2994,538,57056,48872,538,3003,400,0.09,51,89058,40435,0.1,52,68267,23688,0.72,388,13908,8821,561,120684,49501
5306,57,57,45180,38886,0.47,27,51183,40325,0.09,5,994,2084,57,49200,43244,57,1931,144,0.12,7,187273,206567,0.12,7,150604,162832,0.65,37,10035,5915,51,128824,53161
5307,319,319,38797,31673,0.54,172,44499,36552,0.13,40,2471,1977,319,44230,33944,319,1688,140,0.16,51,149739,66473,0.16,52,149118,59652,0.55,175,10012,6018,314,98966,46397
5308,65,65,21049,25763,0.46,30,36921,31290,0.12,8,1800,2478,65,24093,25764,65,2205,0,0.12,8,93380,58910,0.11,7,168707,142034,0.57,37,5556,3555,60,103935,55728
5309,51,51,30788,42976,0.49,25,43932,41339,0.02,1,-1285,-1285,51,34909,45825,51,3937,99,0.06,3,159705,14572,0.06,3,148330,88681,0.75,38,7126,4220,53,108861,54429
5311,186,186,42024,37232,0.65,120,38718,37438,0.1,19,2567,608,186,45759,38754,186,2565,279,0.08,15,104182,39664,0.08,15,78473,24362,0.67,124,9442,4457,189,81480,30080
5320,310,310,47887,44932,0.75,231,50433,49710,0.11,33,3040,824,310,50538,45278,310,2179,368,0.07,22,54746,16798,0.06,20,47373,8446,0.68,212,11333,8281,401,144900,77813
5321,169,169,42915,38414,0.73,123,43396,40100,0.09,15,2004,325,169,46056,39881,169,3072,398,0.08,13,125016,108254,0.08,13,100826,55019,0.64,109,8973,7307,190,118432,77265
5322,482,482,52971,46857,0.79,381,48297,46569,0.12,56,2437,2920,482,55300,48434,482,2328,496,0.07,35,68903,28330,0.07,34,50794,16874,0.77,371,11743,7448,537,169194,60187
5330,1977,1977,51579,43992,0.74,1457,49605,46566,0.13,258,3320,2419,1977,54572,45891,1977,2868,530,0.07,140,69013,21409,0.07,133,51832,9165,0.73,1435,12299,7307,2195,151808,56693
5331,178,178,49526,44735,0.78,138,47841,43892,0.12,21,2170,1504,178,52327,45510,178,2569,448,0.1,18,67495,14010,0.1,17,66164,11006,0.69,123,11766,7566,196,138437,83780
5332,214,214,45168,42508,0.74,159,50628,49224,0.11,24,4304,3637,214,47802,44670,214,2278,644,0.09,19,44450,26112,0.09,19,32443,12967,0.69,148,10630,7566,235,128128,70568
5333,3521,3521,51860,46634,0.78,2748,53015,49978,0.12,429,2461,1769,3521,55105,48981,3521,2478,654,0.07,261,89911,24288,0.07,255,71708,13884,0.74,2596,12279,8695,3936,138956,71827
5340,823,823,51790,47274,0.77,637,53769,50430,0.13,104,5045,3016,823,55631,49461,823,3214,666,0.07,56,67668,10521,0.06,51,53888,8336,0.74,613,12523,8186,926,143727,63226
5341,4606,4606,51326,45504,0.8,3703,50732,46965,0.12,543,2931,2194,4606,54684,47560,4606,2569,634,0.08,356,72669,29308,0.07,345,52652,17250,0.75,3469,11613,7243,5393,112817,41339
5342,665,665,52059,47641,0.76,505,53025,50448,0.11,75,2465,1418,665,54626,50372,665,2547,632,0.1,66,99755,48886,0.1,66,73226,32280,0.76,508,11210,8088,712,125668,75455
5343,2877,2877,53959,46367,0.81,2333,53348,48687,0.11,311,2752,1952,2877,56414,48192,2877,2390,689,0.08,244,125112,24400,0.08,237,108793,13823,0.74,2141,12913,7817,3266,121916,44098
5344,506,506,47584,43256,0.75,381,48062,45450,0.1,52,2338,2422,506,49480,45037,506,1761,368,0.09,46,97245,50720,0.09,46,79033,30905,0.72,363,10254,6920,551,110499,53919
5345,1976,1976,50597,45398,0.76,1508,52326,49644,0.12,238,3604,2311,1976,52830,47046,1976,2155,500,0.09,168,76327,33491,0.08,164,57720,16404,0.74,1453,11162,7711,2132,121232,57794
5346,221,221,49036,46781,0.81,178,49539,48700,0.18,40,3475,768,221,51304,48299,221,2245,482,0.06,13,88249,74902,0.05,12,60428,46918,0.75,166,10010,8638,251,141867,65924
5350,347,347,64803,55664,0.82,283,67322,59999,0.18,63,-312,271,347,68048,60085,347,2907,691,0.1,35,95334,24810,0.1,33,74571,12907,0.77,267,17853,11382,355,159646,90906
5351,3795,3795,63551,55051,0.8,3037,62772,58420,0.15,571,1654,1014,3795,66620,58051,3795,2598,700,0.1,374,73267,31570,0.1,361,52024,15725,0.79,2987,16380,11543,4170,162319,88594
5352,3302,3302,64241,53007,0.73,2423,64596,57393,0.15,480,2490,1429,3302,67816,56192,3302,3440,742,0.1,318,67723,26798,0.09,294,51372,13858,0.75,2485,18053,11549,3635,212948,104229
5353,2409,2409,57395,45806,0.73,1761,56933,51159,0.13,320,2929,2485,2409,60545,48017,2409,2802,486,0.12,298,70267,29514,0.12,293,51460,10405,0.7,1689,16867,9878,2699,171305,83942
5354,185,185,41721,37801,0.7,129,45960,47194,0.11,21,4593,3860,185,43764,39320,185,1463,214,0.04,8,46927,33262,0.05,9,35252,26672,0.66,122,8750,6416,215,140210,64388
5355,5040,5040,58674,51176,0.78,3938,59205,54966,0.12,603,2012,791,5040,61283,53368,5040,2479,614,0.09,452,180461,25131,0.09,429,160756,9942,0.76,3846,14806,10433,5474,162666,87341
5356,478,478,50444,47594,0.75,359,56669,52248,0.1,47,1471,1251,478,53196,49376,478,2213,530,0.12,55,58870,24256,0.11,51,54278,20718,0.73,347,12355,8288,516,115633,67840
5357,225,225,43375,32640,0.71,159,46174,43410,0.14,31,3286,1483,225,44882,36355,225,1507,277,0.09,20,65554,41158,0.09,20,45714,11131,0.64,143,10507,6990,264,133125,60772
5360,783,783,60698,49023,0.76,595,60022,51530,0.13,104,570,226,783,63455,51064,783,2730,673,0.12,96,87605,23407,0.12,92,70071,9230,0.75,589,15659,9741,831,171507,96044
5371,928,928,60173,49620,0.8,744,58622,51742,0.15,137,2063,443,928,62965,51464,928,2516,736,0.09,80,82885,25094,0.08,76,63620,11918,0.79,730,15001,9503,945,136999,71838
5372,1533,1533,59717,54566,0.83,1265,60156,57954,0.09,144,742,322,1533,62973,56919,1533,2665,797,0.09,140,101535,37657,0.09,136,71524,14561,0.81,1235,13676,10213,1609,122245,68942
5373,1955,1955,57498,49291,0.75,1476,56436,52592,0.14,274,3511,2148,1955,61052,51533,1955,2766,565,0.1,186,86038,29976,0.09,179,66591,16098,0.75,1468,14124,9503,2169,141653,73539
5374,843,843,54010,39634,0.68,577,49423,45736,0.11,91,3773,2991,843,57764,43007,843,2479,308,0.14,121,96693,30224,0.14,114,78085,16578,0.66,553,16922,8434,917,105266,52359
5381,189,189,39723,32942,0.56,106,49131,44874,0.02,4,10597,9230,189,42822,37734,189,2174,286,0.18,34,72288,22174,0.17,32,74949,19738,0.58,109,9528,6678,193,96780,51211
5400,634,634,60185,52248,0.79,498,59331,55730,0.11,67,689,751,634,64280,54882,634,2971,582,0.09,57,80384,52881,0.08,53,64090,24676,0.77,489,15118,10705,651,127904,65469
5401,474,474,55178,48180,0.75,357,55688,52333,0.11,50,4999,2858,474,58210,50736,474,3015,656,0.09,42,43814,18426,0.08,39,32926,12201,0.74,353,13404,9637,516,118175,60133
