Postcode,Number of individuals lodging an income tax return,Count taxable income or loss,Average taxable income or loss,Median taxable income or loss,Proportion with salary or wages,Count salary or wages,Average salary or wages,Median salary or wages,Proportion with net rent,Count net rent,Average net rent,Median net rent,Count total income or loss,Average total income or loss,Median total income or loss,Count total deductions,Average total deductions,Median total deductions,Proportion with total business income,Count total business income,Average total business income,Median total business income,Proportion with total business expenses,Count total business expenses,Average total business expenses,Median total business expenses,Proportion with net tax,Count net tax,Average net tax,Median net tax,Count super total accounts balance,Average super total accounts balance,Median super total accounts balance
2904,8646,8646,80622,69042,0.76,6568,83617,77060,0.17,1510,706,424,8646,83650,71838,8646,2974,948,0.06,495,79980,29911,0.05,475,48284,10449,0.82,7089,22747,16315,9036,249180,131243
2905,18652,18652,73781,66572,0.84,15611,75678,71690,0.13,2475,-333,-125,18652,76338,69104,18652,2524,969,0.06,1195,88643,30316,0.06,1166,65386,11914,0.83,15518,19320,14986,19813,182072,87265
2906,11901,11901,75372,68491,0.86,10226,76869,72995,0.13,1569,-676,-437,11901,77805,70799,11901,2420,982,0.06,663,77381,22455,0.05,630,56722,9644,0.84,10001,19780,15600,12434,189883,91242
2911,3144,3144,86587,75729,0.85,2682,88466,81184,0.24,755,-2267,-1033,3144,89391,78444,3144,2767,1240,0.07,228,72579,17948,0.07,210,43122,7798,0.83,2620,25579,18786,3171,198020,102904
2912,5868,5868,67254,56774,0.88,5158,68402,60490,0.15,868,-21,-345,5868,69498,58791,5868,2104,872,0.1,574,47763,20398,0.09,530,29703,7900,0.81,4726,17384,11900,6047,127540,27964
2913,26668,26668,76539,66096,0.86,22976,76813,70936,0.17,4445,-809,-195,26668,79167,68834,26668,2601,1033,0.08,2164,62817,22018,0.08,2038,42507,9080,0.82,21936,21292,15456,27341,174302,65191
2914,21917,21917,80196,70086,0.9,19625,81277,74276,0.19,4075,-1699,-735,21917,82737,72689,21917,2524,1134,0.09,1879,55014,22495,0.08,1767,33694,9743,0.83,18270,22619,16788,22227,160775,62948
3000,33602,33602,57740,37724,0.86,28839,52949,41063,0.08,2759,830,1015,33602,60236,39349,33602,2400,360,0.09,3040,73566,15200,0.07,2465,49815,5722,0.65,21973,20036,7933,35766,79488,7100
3002,3550,3550,175522,78080,0.72,2549,101735,73835,0.18,646,5462,2302,3550,187408,81270,3550,11707,1440,0.13,471,282479,35225,0.12,421,215692,12804,0.82,2919,75887,21508,4121,647330,93681
3003,6005,6005,70007,52489,0.88,5297,68551,56419,0.11,647,1039,529,6005,72876,54728,6005,2804,954,0.12,692,48474,15242,0.1,605,26656,5903,0.76,4543,20723,11904,6425,100612,19365
3004,8882,8882,96605,63691,0.76,6741,86095,69722,0.15,1374,870,342,8882,101750,67156,8882,4930,1214,0.11,951,100455,27607,0.1,880,62056,9173,0.78,6937,35268,16761,9624,343896,46068
3006,18268,18268,76236,56352,0.86,15745,73365,60512,0.11,2092,1800,588,18268,79306,58848,18268,3009,1146,0.1,1883,65211,16405,0.09,1685,45601,6394,0.78,14181,23951,12791,19285,128861,20841
3008,11473,11473,81098,59023,0.84,9657,77972,65583,0.14,1611,294,173,11473,84234,61932,11473,3069,1215,0.08,958,89307,16865,0.07,847,71523,6778,0.77,8780,27180,15149,11600,136829,23938
3011,16575,16575,66186,54151,0.83,13692,70951,62169,0.11,1897,412,-49,16575,68696,56355,16575,2470,998,0.12,1959,53906,19382,0.11,1798,34564,8834,0.76,12534,19331,12944,17474,105789,40560
3012,17223,17223,71176,59588,0.87,15005,72969,64206,0.14,2396,78,-266,17223,74038,62145,17223,2821,1277,0.12,2144,62341,24232,0.12,1993,41030,9760,0.81,13877,19616,13642,19101,112015,52428
3013,9633,9633,93656,74392,0.87,8354,91853,78727,0.2,1894,353,-55,9633,97992,78205,9633,4272,1598,0.1,1007,74856,26000,0.1,970,40984,10052,0.84,8102,29511,18987,11093,173887,95907
3015,11314,11314,91004,74166,0.85,9649,91825,79249,0.19,2140,-64,-238,11314,94663,77748,11314,3600,1598,0.1,1155,68859,25092,0.1,1098,39767,9465,0.83,9367,28405,19661,12850,190143,105869
3016,10319,10319,106120,68768,0.77,7954,94382,72524,0.22,2289,825,533,10319,110686,73008,10319,4479,1390,0.09,912,122435,29792,0.08,869,80315,11966,0.78,8078,39673,20054,11639,315951,141803
3018,8198,8198,80630,64896,0.8,6550,83322,72320,0.2,1610,1179,830,8198,83914,67998,8198,3256,1311,0.08,679,66154,22429,0.08,626,42894,8756,0.79,6447,24945,16850,9408,209718,102212
3019,5770,5770,53912,45564,0.86,4940,56716,50362,0.12,709,-611,-572,5770,55941,47538,5770,2018,753,0.13,774,55599,23719,0.13,725,41391,11700,0.73,4218,13391,8990,6235,59844,19670
3020,24996,24996,54734,47250,0.83,20866,57384,52415,0.12,3069,981,79,24996,56834,49167,24996,2078,745,0.13,3273,65232,25000,0.12,3059,49729,11419,0.73,18348,13677,9311,27490,79824,26718
3021,27703,27703,47811,42061,0.82,22735,50556,47250,0.1,2656,1280,490,27703,49631,43719,27703,1797,578,0.13,3536,63410,28223,0.12,3293,46124,12484,0.7,19387,11051,7456,30392,70524,20282
3022,1949,1949,56812,48937,0.84,1632,60115,54555,0.14,270,-1037,503,1949,58995,50857,1949,2126,723,0.13,246,130364,26198,0.12,232,120965,10324,0.75,1457,14207,9805,2127,94958,36711
3023,36592,36592,60111,51179,0.85,31033,62848,56457,0.16,5694,-1519,-1141,36592,62441,53110,36592,2301,973,0.11,3940,69459,27060,0.1,3715,51051,12425,0.76,27731,15800,11047,38521,95698,41258
3024,21094,21094,62764,53973,0.88,18635,66501,59425,0.1,2154,-2785,-2117,21094,65214,56508,21094,2424,1234,0.1,2103,44582,20172,0.09,1987,29727,9193,0.78,16515,16224,11503,21716,69172,30533
3025,6902,6902,75496,61150,0.83,5706,75776,67676,0.18,1214,1787,253,6902,78505,64330,6902,2991,1259,0.11,737,78424,28767,0.1,690,58350,13511,0.8,5495,22239,14680,7628,126122,65333
3026,3170,3170,64623,53232,0.88,2782,62319,56242,0.16,512,-2594,-2110,3170,67032,55304,3170,2325,996,0.1,312,68385,23808,0.09,301,50588,10717,0.77,2433,18085,11277,3126,79388,32564
3027,6237,6237,69205,56048,0.85,5285,73787,63284,0.21,1307,-2834,-2094,6237,71993,59012,6237,2728,1269,0.13,839,84434,26540,0.12,770,64508,11138,0.77,4823,19990,13375,6180,73426,30173
3028,16363,16363,61056,53374,0.85,13929,64424,58625,0.14,2231,266,-119,16363,63517,55479,16363,2423,1017,0.1,1628,47323,22312,0.09,1528,30729,9777,0.77,12668,15613,11307,18638,122874,54484
3029,80121,80121,57650,49884,0.84,67350,61783,55899,0.13,10079,-2315,-1869,80121,59938,52038,80121,2270,974,0.16,12872,52990,24182,0.15,11922,37998,10612,0.76,60662,14549,10178,80390,72261,26083
3030,73417,73417,69115,55738,0.84,62010,71014,61708,0.16,11944,-1879,-1584,73417,71996,58277,73417,2793,1182,0.1,7264,86535,24220,0.09,6782,69667,10022,0.78,57032,19888,12705,76930,107630,42072
3031,11463,11463,81601,64520,0.87,9988,80367,68288,0.14,1656,424,196,11463,84914,67416,11463,3302,1330,0.12,1319,66526,19100,0.11,1210,37373,8443,0.81,9305,24687,15891,13050,149149,55104
3032,19652,19652,82819,60258,0.84,16464,78724,65026,0.18,3473,1023,303,19652,86325,63232,19652,3473,1255,0.11,2134,84298,21838,0.1,1965,58740,9307,0.79,15594,26534,14849,21798,174652,60471
3033,8724,8724,77687,57291,0.8,6967,73401,63405,0.2,1710,1589,812,8724,80812,59752,8724,3074,1106,0.08,730,94094,29940,0.08,709,65886,11692,0.76,6633,25389,14581,9812,175335,91269
3034,6730,6730,69956,54772,0.77,5209,71764,61806,0.23,1525,3045,1396,6730,72906,57362,6730,2925,1003,0.08,546,94066,26752,0.08,512,71328,11626,0.75,5065,21086,13591,7539,192279,78595
3036,3835,3835,79364,57887,0.74,2839,76551,63289,0.23,875,2013,1031,3835,83201,61563,3835,3819,1152,0.08,297,133865,35759,0.07,286,107543,14283,0.77,2937,25988,15255,4275,284348,107831
3037,29879,29879,62804,53326,0.86,25647,64547,57662,0.16,4782,-921,-887,29879,65375,55538,29879,2537,1109,0.09,2774,80304,26372,0.09,2598,63620,11446,0.78,23193,16575,11526,31939,109160,51135
3038,16370,16370,64211,52558,0.81,13291,66065,58365,0.2,3354,1652,980,16370,67020,55018,16370,2779,1028,0.08,1336,100133,29773,0.08,1284,80108,12313,0.75,12357,18112,12348,18191,166453,75282
3039,10923,10923,92840,66481,0.83,9053,86727,69929,0.18,1947,1113,351,10923,96779,69259,10923,3886,1363,0.09,1016,100747,24626,0.09,954,69675,8954,0.81,8821,31159,16715,12109,225370,79782
3040,17792,17792,105368,64452,0.79,14137,83114,66096,0.19,3372,1368,646,17792,109779,67936,17792,4372,1311,0.09,1640,163592,28023,0.09,1541,130914,10966,0.8,14176,39079,16598,19716,260333,92472
3041,8465,8465,86592,63712,0.79,6711,81675,66996,0.19,1633,1178,703,8465,90432,66697,8465,3812,1300,0.08,674,442471,26139,0.08,641,435028,10055,0.79,6691,28588,16387,9356,247299,104796
3042,10115,10115,74643,61285,0.82,8313,75471,67049,0.18,1782,823,-42,10115,77924,64231,10115,3234,1324,0.09,902,93630,26998,0.08,853,73445,10372,0.79,7988,21993,14953,11433,172296,86138
3043,10082,10082,61447,52540,0.82,8228,64971,58836,0.14,1390,1352,457,10082,64084,55080,10082,2603,1064,0.1,1024,60320,26174,0.1,967,42324,11994,0.75,7603,16486,11705,11484,136792,66391
3044,17316,17316,76851,62954,0.85,14720,76891,67978,0.17,3001,1679,502,17316,80160,65960,17316,3278,1380,0.1,1802,67789,22956,0.1,1676,47867,9588,0.81,13970,22405,15242,19026,156860,73826
3046,21803,21803,62285,52845,0.84,18252,65686,59015,0.12,2637,578,-99,21803,64711,55174,21803,2388,1055,0.13,2810,60424,24554,0.12,2599,43004,9470,0.77,16736,16475,11350,23285,101976,39938
3047,9664,9664,45909,37920,0.78,7520,48772,43928,0.06,600,1284,530,9664,47625,39418,9664,1707,450,0.18,1746,53062,25999,0.17,1623,37947,11663,0.66,6403,11100,6957,10033,52809,13397
3048,7689,7689,45666,38897,0.76,5856,49837,46341,0.07,565,1269,667,7689,47335,40315,7689,1662,461,0.16,1250,64821,29067,0.15,1190,48139,14540,0.67,5117,10855,7428,7910,57384,16798
3049,5886,5886,63514,53364,0.84,4934,66286,59565,0.15,859,0,-158,5886,66472,55968,5886,2926,1210,0.1,580,65781,28758,0.09,548,46004,12553,0.77,4544,17005,11820,6563,141398,67275
3051,9757,9757,72409,52111,0.85,8332,70341,57009,0.13,1248,1090,362,9757,75285,54320,9757,2807,828,0.12,1137,73697,20731,0.11,1037,43711,9074,0.74,7215,23679,13207,10872,126038,27668
3052,3887,3887,81577,47575,0.83,3207,65372,48961,0.13,496,3774,1896,3887,84840,49819,3887,3189,660,0.13,488,110628,20347,0.11,432,90342,7932,0.7,2740,31779,12239,4320,204268,24533
3053,11091,11091,55545,35531,0.84,9338,52182,36446,0.08,884,3081,1945,11091,57751,36842,11091,2163,300,0.11,1195,58039,17371,0.09,999,36530,7154,0.63,7019,19037,8918,11901,121672,10682
3054,5721,5721,103942,63274,0.78,4452,88055,66062,0.16,906,3008,2504,5721,108836,66842,5721,4790,1300,0.14,793,92723,23200,0.13,724,46262,9044,0.79,4537,37815,16094,6613,293389,62473
3055,9589,9589,77470,59451,0.87,8317,73498,63104,0.13,1288,1957,1112,9589,80395,61873,9589,2897,1217,0.13,1207,64579,18676,0.11,1092,42095,6945,0.81,7765,23115,13680,10846,151989,52233
3056,17396,17396,78587,62533,0.87,15138,76296,65408,0.13,2275,2773,1612,17396,81709,65276,17396,3087,1236,0.14,2401,62860,19268,0.12,2167,35651,7664,0.82,14201,23144,14693,20040,137113,50117
3057,9483,9483,81377,67436,0.89,8405,78474,69964,0.12,1163,2421,1265,9483,84427,70210,9483,3006,1366,0.12,1185,52581,16363,0.11,1087,31284,7039,0.84,8007,23294,15493,10716,123523,50703
3058,21856,21856,73532,58592,0.85,18478,73969,63816,0.15,3387,2450,1125,21856,76425,61278,21856,2865,1196,0.13,2735,69023,22140,0.12,2530,47123,8496,0.8,17420,21234,13748,24479,139933,63843
3059,13327,13327,69128,55082,0.81,10761,68556,60351,0.18,2451,592,-220,13327,72393,57624,13327,3228,1152,0.11,1400,102988,33471,0.1,1339,82239,14483,0.77,10273,20187,13076,13540,145876,55008
3060,7474,7474,56008,45831,0.79,5889,59935,52922,0.12,918,1775,584,7474,58302,47717,7474,2268,782,0.17,1244,55408,22935,0.15,1149,40310,10128,0.71,5305,15386,10072,7671,90205,32074
3061,2266,2266,50974,41374,0.73,1643,52771,48201,0.09,213,3441,1583,2266,53120,43086,2266,2138,500,0.17,383,185415,36500,0.16,367,173912,18918,0.69,1556,13434,8371,2429,74965,21745
3062,76,76,103237,75798,0.7,53,69952,62104,0.09,7,4537,1501,76,105866,78869,76,2356,300,0.09,7,1537299,141321,0.09,7,1497086,208907,0.84,64,34729,19548,84,257750,83877
3063,388,388,76576,49448,0.78,303,68052,56040,0.18,69,-14867,1293,388,80035,52160,388,3410,677,0.07,29,66162,26520,0.08,30,49061,12295,0.71,275,27909,13686,425,235522,90479
3064,63822,63822,55758,48461,0.83,53274,59182,54230,0.11,7048,-1604,-1217,63822,57946,50394,63822,2173,907,0.15,9746,52009,25351,0.14,9122,35695,11220,0.75,48023,13783,9627,62510,64860,24844
3065,6978,6978,96670,66738,0.82,5753,90113,70673,0.14,988,3275,1356,6978,101080,70611,6978,4290,1396,0.15,1012,106654,26808,0.14,943,64169,11150,0.81,5684,32731,17075,8245,203447,48575
3066,6565,6565,89360,70312,0.87,5733,83807,73212,0.12,795,2142,910,6565,92802,73269,6565,3394,1428,0.13,865,72787,24955,0.12,807,41042,10107,0.84,5518,27324,17233,7513,125107,43757
3067,6700,6700,88427,68277,0.87,5817,82746,71500,0.13,868,650,725,6700,92190,71308,6700,3730,1382,0.11,724,109208,20134,0.1,670,77536,7066,0.84,5607,27280,15932,7495,148960,47472
3068,12666,12666,107638,71020,0.81,10318,94332,72804,0.17,2138,3347,1931,12666,116910,74929,12666,9240,1500,0.15,1837,109512,27669,0.14,1742,61119,10514,0.82,10425,37971,18348,14745,244463,74782
3070,16446,16446,96636,68780,0.84,13861,88709,71294,0.16,2657,3545,1773,16446,100773,72353,16446,4058,1447,0.14,2268,99280,23455,0.13,2089,64209,8852,0.82,13546,32039,17441,18882,196244,79947
3071,11865,11865,81011,62561,0.86,10158,78315,65954,0.15,1800,2609,1188,11865,84136,65347,11865,3097,1280,0.13,1532,57370,22073,0.12,1416,32085,9278,0.83,9789,24049,14485,13601,149281,69300
3072,21208,21208,70878,57317,0.85,17944,71049,61678,0.15,3163,2320,1093,21208,73635,59667,21208,2712,1120,0.13,2734,56558,21662,0.12,2522,34667,8820,0.79,16809,20073,13079,23777,126878,56144
3073,28925,28925,63081,53290,0.82,23859,65470,58823,0.13,3839,3345,1400,28925,65510,55402,28925,2408,946,0.13,3652,53713,21762,0.12,3396,36199,9010,0.77,22269,16855,11520,32047,110082,48770
3074,10388,10388,51833,45222,0.8,8325,54697,50310,0.12,1284,1702,710,10388,53765,46904,10388,1922,630,0.13,1354,74791,27974,0.12,1279,58542,11559,0.72,7470,12655,8442,11491,80286,30139
3075,11682,11682,53242,46211,0.81,9500,56571,51752,0.14,1603,2262,680,11682,55324,47982,11682,2063,740,0.13,1504,71520,26100,0.12,1408,55603,11687,0.73,8568,12982,8893,12733,81043,33475
3076,18718,18718,56762,49550,0.84,15646,59331,54477,0.12,2315,-260,-552,18718,59061,51568,18718,2247,888,0.12,2267,54970,25763,0.11,2105,37153,11055,0.76,14247,13996,9728,19781,90237,38473
3078,7991,7991,100763,67612,0.82,6546,90013,70406,0.18,1405,2128,1635,7991,105025,70714,7991,4243,1418,0.13,1072,111180,23236,0.12,983,76280,9009,0.82,6519,35110,17180,8992,240241,91315
3079,11627,11627,113928,66123,0.76,8779,92163,69706,0.2,2321,2181,1269,11627,118948,70105,11627,4948,1314,0.11,1231,185561,28620,0.1,1125,137775,10946,0.78,9125,44541,18224,12762,318518,111289
3081,8240,8240,63593,53599,0.83,6871,66900,59729,0.12,972,189,-182,8240,66122,55758,8240,2506,988,0.14,1121,58980,22587,0.13,1063,40470,11047,0.77,6347,17150,12135,9195,104920,43193
3082,17327,17327,59867,50905,0.83,14440,62168,56008,0.16,2815,1016,476,17327,62346,53044,17327,2453,947,0.09,1617,61543,27591,0.09,1518,41190,10842,0.77,13269,15462,10656,19167,127955,57763
3083,18911,18911,60668,48714,0.8,15203,62932,54855,0.17,3167,1228,414,18911,63096,51012,18911,2395,802,0.11,2045,88469,22428,0.1,1872,71817,9660,0.73,13784,17223,11022,20778,129306,49905
3084,16847,16847,89512,62501,0.77,12948,85042,69498,0.19,3285,1932,882,16847,93469,65670,16847,3875,1221,0.09,1569,103711,26520,0.09,1489,65408,9134,0.77,12912,31511,17166,18442,268498,107472
3085,8527,8527,77118,59455,0.8,6846,78610,67554,0.17,1471,893,267,8527,80212,62324,8527,3038,1199,0.09,733,69307,23281,0.08,674,46722,9188,0.77,6524,24457,15543,9361,200935,99885
3086,70,70,78412,52668,0.8,56,71066,63014,0.1,7,5863,2262,70,81688,58272,70,3276,752,0.17,12,102737,30804,0.19,13,30736,5734,0.71,50,27580,16260,75,212726,82020
3087,5388,5388,70179,58828,0.82,4402,74199,65966,0.16,836,1412,124,5388,72868,61051,5388,2685,1137,0.09,480,59644,21348,0.08,447,40137,9876,0.78,4187,20083,14502,6166,175865,89245
3088,16743,16743,72862,59814,0.81,13501,75848,67254,0.16,2634,820,50,16743,76023,62575,16743,3135,1186,0.09,1553,91383,25330,0.09,1454,70753,9427,0.77,12942,21664,15317,19047,199289,104662
3089,8155,8155,75124,60426,0.84,6851,74154,64023,0.15,1215,2,-263,8155,78523,63752,8155,3385,1377,0.09,707,64824,29523,0.08,675,38214,10037,0.79,6472,22101,14831,9068,207713,99442
3090,1759,1759,94728,62540,0.78,1369,77241,58648,0.22,381,3050,935,1759,100213,65934,1759,5371,1060,0.08,133,126825,35137,0.07,127,95104,19395,0.8,1410,32646,15983,1861,267998,114214
3091,1101,1101,105921,60907,0.7,776,69847,52878,0.2,215,5213,1510,1101,109755,64205,1101,3771,660,0.09,100,115452,37612,0.09,99,91367,15108,0.78,857,40812,16351,1191,299895,106817
3093,2523,2523,96479,61162,0.73,1843,79951,64434,0.18,448,3614,2033,2523,100443,64573,2523,3942,956,0.09,230,82352,29520,0.08,213,53283,9953,0.76,1909,36380,18233,2796,375411,124359
3094,5573,5573,74409,59470,0.78,4373,77220,66898,0.15,818,1318,500,5573,77588,62274,5573,3131,1193,0.1,563,55049,27415,0.09,528,32331,9176,0.76,4213,23234,15709,6408,216315,117155
3095,18368,18368,83775,60033,0.77,14211,81476,66716,0.17,3166,955,149,18368,87485,63616,18368,3665,1156,0.1,1876,81484,29574,0.1,1752,51479,10342,0.76,13917,28667,16834,20815,262414,125651
3096,1223,1223,71376,51722,0.79,961,69872,58198,0.12,142,1761,75,1223,74719,55437,1223,3334,1246,0.1,119,46037,25474,0.09,107,30409,12933,0.76,926,22025,12864,1362,214758,97531
3097,970,970,116710,53961,0.66,636,82214,59102,0.19,183,2188,1917,970,121183,58188,970,4269,831,0.13,123,874772,33579,0.12,119,877647,12221,0.75,723,50139,17774,1076,326810,126196
3099,3130,3130,71047,53900,0.77,2416,68487,58740,0.15,456,2136,1048,3130,74299,57610,3130,3234,1038,0.14,435,67334,27915,0.13,418,47676,13717,0.75,2338,22302,13300,3592,218652,98341
3101,16351,16351,130274,65866,0.69,11257,99613,66488,0.21,3505,2091,1965,16351,136250,70095,16351,5777,1153,0.11,1861,336699,39408,0.11,1724,261019,14972,0.76,12502,55421,19996,17437,430008,104589
3102,4324,4324,111815,61031,0.73,3142,91691,64068,0.22,968,3120,1938,4324,117926,64268,4324,5906,1126,0.11,478,153467,35155,0.1,448,96798,13222,0.75,3243,46092,18937,4643,310819,113622
3103,10580,10580,94720,49450,0.63,6673,83783,56433,0.25,2642,1964,1746,10580,99163,52828,10580,4229,707,0.1,1017,300718,28574,0.09,937,259299,11921,0.69,7297,40288,16741,10631,381778,87766
3104,13677,13677,93672,52318,0.67,9200,82514,59364,0.26,3602,1824,1278,13677,98116,55897,13677,4253,726,0.1,1325,513612,31713,0.09,1212,507030,12756,0.7,9630,39060,16817,13912,295058,88311
3105,6989,6989,74767,51411,0.71,4976,74453,60174,0.24,1680,4115,1882,6989,77998,54093,6989,3191,750,0.1,714,142105,27806,0.1,665,117538,12278,0.72,5004,25960,14446,7383,209967,75406
3106,10834,10834,87583,50112,0.67,7262,77360,57996,0.25,2683,2699,1319,10834,91327,52958,10834,3628,646,0.09,1012,239411,30000,0.08,911,223276,11226,0.71,7650,34780,14642,11369,297101,86549
3107,8544,8544,73246,51038,0.72,6133,75222,60518,0.22,1912,2038,1000,8544,76465,53486,8544,3168,793,0.1,861,81421,28844,0.09,803,57131,10807,0.71,6082,25165,14173,9245,204972,82816
3108,16155,16155,64955,44966,0.69,11227,67620,54610,0.21,3440,2830,1240,16155,67901,47002,16155,2849,554,0.11,1780,184702,24597,0.1,1604,173391,9916,0.68,10966,22099,11930,16422,178950,45692
3109,19187,19187,64105,45467,0.71,13588,69495,56741,0.23,4425,1733,709,19187,66987,47840,19187,2757,596,0.1,2000,114041,23596,0.1,1830,95404,9001,0.68,12999,21587,12801,19561,175913,58294
3111,8046,8046,79544,50838,0.71,5732,78010,58543,0.21,1697,2036,817,8046,83733,54238,8046,4115,788,0.1,766,93920,25988,0.09,699,63683,9118,0.71,5742,29009,15002,8601,295371,91276
3113,5561,5561,95575,58015,0.73,4082,80992,60757,0.18,1015,1536,621,5561,99746,61894,5561,4116,957,0.12,649,83135,30955,0.11,611,51105,10536,0.75,4153,36507,16874,6294,290828,123035
3114,2543,2543,103795,59391,0.72,1822,87511,59044,0.2,512,2343,358,2543,111571,63893,2543,7760,803,0.09,224,145981,30755,0.08,207,108144,11216,0.74,1891,41369,18715,2813,364736,142401
3115,2656,2656,110872,58578,0.75,1989,78611,58240,0.18,466,1680,570,2656,115044,61208,2656,4141,881,0.09,241,92742,26060,0.09,238,60093,8632,0.78,2059,44059,16085,2901,304334,122379
3116,7380,7380,67718,54426,0.81,5967,68448,59835,0.13,953,2055,-28,7380,70997,57043,7380,3052,932,0.1,703,65274,25404,0.09,667,43751,10000,0.76,5612,19794,12956,8068,180633,78182
3121,21349,21349,97993,73373,0.87,18489,90042,75325,0.15,3153,1798,750,21349,102554,76521,21349,4506,1490,0.1,2075,120823,25000,0.09,1884,87904,9549,0.85,18138,31361,17772,24648,187325,57080
3122,16174,16174,150935,66283,0.78,12575,93577,65999,0.15,2454,2492,1594,16174,158061,69833,16174,7030,1248,0.11,1705,155233,28258,0.1,1539,78515,10547,0.79,12705,66508,18168,17677,361527,66601
3123,10254,10254,115203,69014,0.77,7857,93920,70035,0.16,1683,1024,943,10254,120355,72572,10254,5002,1286,0.1,1005,138715,23635,0.09,918,80497,9103,0.79,8103,44439,18546,10982,325763,74031
3124,15160,15160,116332,62587,0.69,10530,97980,66166,0.22,3323,821,1148,15160,122010,67088,15160,5506,1141,0.1,1482,230599,31960,0.09,1392,169071,11612,0.74,11289,48990,19489,16078,394217,119074
3125,9630,9630,65067,44956,0.77,7397,65976,51240,0.17,1664,365,0,9630,67820,47010,9630,2682,628,0.11,1077,68591,20000,0.1,958,48303,7051,0.68,6538,22224,11944,10107,146534,34475
3126,5420,5420,146840,66441,0.63,3401,110209,64376,0.23,1252,1014,1472,5420,153833,71861,5420,6741,1100,0.1,547,268016,40000,0.09,497,181498,13534,0.74,4010,68055,25425,5648,559613,163643
3127,12671,12671,105164,62708,0.72,9146,97702,68356,0.2,2533,1226,695,12671,109967,66502,12671,4686,1152,0.1,1214,162633,30000,0.09,1109,113247,10782,0.74,9425,42270,19202,13626,328438,124925
